,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4,0.000760650634765625,3.0736436464229415e-05,0.005861759185791016,0.00019687687558381632,10,uniform,"{'n_neighbors': 10, 'weights': 'uniform'}",0.6825396825396826,0.6412213740458015,0.6504065040650406,0.706896551724138,0.6608695652173914,0.6683867355184108,0.023668820376075494,1
5,0.0007889747619628906,7.175447077652133e-05,0.008315849304199218,0.007137258261376068,10,distance,"{'n_neighbors': 10, 'weights': 'distance'}",0.6666666666666666,0.6099290780141844,0.65625,0.6991869918699187,0.6890756302521008,0.6642216733605741,0.031168908063989437,2
6,0.000855398178100586,7.823681606091215e-05,0.007144308090209961,0.0013849949346665027,15,uniform,"{'n_neighbors': 15, 'weights': 'uniform'}",0.6338028169014084,0.6382978723404256,0.6567164179104479,0.71875,0.6720000000000002,0.6639134214304564,0.03061713514400279,3
7,0.0008235454559326171,0.00012184830683806853,0.006898260116577149,0.002482927569192137,15,distance,"{'n_neighbors': 15, 'weights': 'distance'}",0.6338028169014084,0.6382978723404256,0.6567164179104479,0.71875,0.6720000000000002,0.6639134214304564,0.03061713514400279,3
2,0.0007937431335449218,5.128458453474607e-05,0.007010650634765625,0.001749701108003283,5,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",0.6466165413533834,0.5909090909090909,0.6065573770491803,0.7107438016528925,0.6837606837606838,0.6477174989450463,0.04515304855789041,5
3,0.0008415699005126954,7.726813267685367e-05,0.006238317489624024,0.0031519119987875083,5,distance,"{'n_neighbors': 5, 'weights': 'distance'}",0.6466165413533834,0.5909090909090909,0.6065573770491803,0.7107438016528925,0.6837606837606838,0.6477174989450463,0.04515304855789041,5
0,0.0008703231811523438,0.0001382640793098346,0.012648677825927735,0.008833540559724035,3,uniform,"{'n_neighbors': 3, 'weights': 'uniform'}",0.6720000000000002,0.592,0.6153846153846153,0.6666666666666666,0.6666666666666667,0.6425435897435898,0.03263063020558163,7
1,0.0007771968841552735,5.420097041360246e-05,0.005449438095092773,0.0004806425031251659,3,distance,"{'n_neighbors': 3, 'weights': 'distance'}",0.6720000000000002,0.592,0.6153846153846153,0.6666666666666666,0.6666666666666667,0.6425435897435898,0.03263063020558163,7
