,fit_time,score_time,test_accuracy,test_f1
0,0.16164588928222656,0.0018877983093261719,0.5641025641025641,0.6382978723404255
1,0.16347527503967285,0.0010716915130615234,0.6153846153846154,0.6666666666666667
2,0.17523193359375,0.0009582042694091797,0.5897435897435898,0.6363636363636364
3,0.09487700462341309,0.0009551048278808594,0.48717948717948717,0.5652173913043479
4,0.09876418113708496,0.000949859619140625,0.6666666666666666,0.6976744186046512
5,0.11105513572692871,0.0009658336639404297,0.48717948717948717,0.5652173913043479
6,0.13660812377929688,0.001094818115234375,0.5384615384615384,0.5909090909090908
7,0.1318039894104004,0.001074075698852539,0.5641025641025641,0.6222222222222222
8,0.17557406425476074,0.0011970996856689453,0.46153846153846156,0.5116279069767441
9,0.15860486030578613,0.0026481151580810547,0.6410256410256411,0.65
10,0.19468307495117188,0.001094818115234375,0.5128205128205128,0.5777777777777777
11,0.13283896446228027,0.0011830329895019531,0.6153846153846154,0.6666666666666667
12,0.1425487995147705,0.0009710788726806641,0.41025641025641024,0.5490196078431373
13,0.0909571647644043,0.0013859272003173828,0.47368421052631576,0.5454545454545454
14,0.09290766716003418,0.0009660720825195312,0.5789473684210527,0.6
15,0.09812402725219727,0.0008990764617919922,0.5526315789473685,0.653061224489796
16,0.09221005439758301,0.0008640289306640625,0.5263157894736842,0.625
17,0.1371779441833496,0.0009570121765136719,0.5789473684210527,0.6363636363636364
18,0.10381102561950684,0.0009729862213134766,0.4473684210526316,0.5333333333333333
19,0.1723318099975586,0.0010790824890136719,0.5263157894736842,0.5263157894736842
