,fit_time,score_time,test_accuracy,test_f1
0,1.3442661762237549,0.005420684814453125,0.5128205128205128,0.2962962962962963
1,1.0949389934539795,0.005594968795776367,0.6923076923076923,0.5714285714285715
2,1.036930799484253,0.005256175994873047,0.7692307692307693,0.742857142857143
3,1.016545057296753,0.005230903625488281,0.6153846153846154,0.4444444444444444
4,1.0233769416809082,0.005177021026611328,0.7692307692307693,0.6086956521739131
5,1.0394606590270996,0.005248069763183594,0.717948717948718,0.5925925925925926
6,1.0229811668395996,0.005169868469238281,0.7948717948717948,0.7333333333333334
7,1.0231289863586426,0.005107879638671875,0.6153846153846154,0.5161290322580646
8,1.0031490325927734,0.005066871643066406,0.6666666666666666,0.43478260869565216
9,1.0405957698822021,0.005423069000244141,0.717948717948718,0.56
10,1.0413198471069336,0.0050890445709228516,0.6666666666666666,0.4800000000000001
11,1.0361530780792236,0.005269050598144531,0.6410256410256411,0.5
12,1.3530540466308594,0.005304098129272461,0.8205128205128205,0.7586206896551724
13,1.3711321353912354,0.0052869319915771484,0.6052631578947368,0.39999999999999997
14,1.0453479290008545,0.0051479339599609375,0.6842105263157895,0.5384615384615384
15,1.0536749362945557,0.005266904830932617,0.7631578947368421,0.6666666666666666
16,1.1775949001312256,0.005735874176025391,0.6842105263157895,0.6000000000000001
17,1.1535167694091797,0.00528717041015625,0.7105263157894737,0.56
18,1.041771650314331,0.005730152130126953,0.5789473684210527,0.38461538461538464
19,0.9624700546264648,0.005669116973876953,0.7631578947368421,0.64
