,fit_time,score_time,test_accuracy,test_f1
0,0.21615386009216309,0.0010471343994140625,0.6666666666666666,0.6060606060606061
1,0.2850470542907715,0.0010688304901123047,0.5897435897435898,0.4666666666666667
2,0.2519400119781494,0.001987934112548828,0.6923076923076923,0.5714285714285715
3,0.20128679275512695,0.005583047866821289,0.6410256410256411,0.5333333333333333
4,0.2142500877380371,0.0009860992431640625,0.5128205128205128,0.38709677419354843
5,0.19405794143676758,0.0018520355224609375,0.28205128205128205,0.17647058823529413
6,0.2051088809967041,0.0020742416381835938,0.5384615384615384,0.39999999999999997
7,0.21497511863708496,0.0027849674224853516,0.5384615384615384,0.47058823529411764
8,0.25204896926879883,0.002321958541870117,0.5384615384615384,0.47058823529411764
9,0.16473817825317383,0.002039670944213867,0.6153846153846154,0.4827586206896552
10,0.17371797561645508,0.0021800994873046875,0.48717948717948717,0.375
11,0.25840091705322266,0.0016589164733886719,0.6153846153846154,0.5161290322580646
12,0.22282719612121582,0.0009870529174804688,0.46153846153846156,0.46153846153846156
13,0.2144937515258789,0.001024007797241211,0.5789473684210527,0.5
14,0.20926523208618164,0.0009448528289794922,0.5,0.38709677419354843
15,0.21127700805664062,0.001013040542602539,0.5789473684210527,0.5
16,0.16790103912353516,0.0028679370880126953,0.5,0.4864864864864864
17,0.15773224830627441,0.0017399787902832031,0.5526315789473685,0.45161290322580644
18,0.201462984085083,0.0008981227874755859,0.47368421052631576,0.4444444444444445
19,0.16792011260986328,0.0009002685546875,0.6052631578947368,0.4827586206896552
