,fit_time,score_time,test_male_acc,test_male_f1,test_female_acc,test_female_f1,test_accuracy,test_f1
0,0.2514808177947998,0.0051801204681396484,0.7272727272727273,0.7692307692307692,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.6060606060606061
1,0.19498586654663086,0.0025482177734375,0.7647058823529411,0.7142857142857143,0.45,0.26666666666666666,0.5897435897435898,0.4666666666666667
2,0.15469908714294434,0.002353191375732422,0.5882352941176471,0.588235294117647,0.7368421052631579,0.4444444444444445,0.6923076923076923,0.5714285714285715
3,0.26223087310791016,0.005296230316162109,0.625,0.5714285714285715,0.6842105263157895,0.5,0.6410256410256411,0.5333333333333333
4,0.1686389446258545,0.002402067184448242,0.47058823529411764,0.30769230769230765,0.55,0.47058823529411764,0.5128205128205128,0.38709677419354843
5,0.2701427936553955,0.004312992095947266,0.2777777777777778,0.23529411764705882,0.2777777777777778,0.0,0.28205128205128205,0.17647058823529413
6,0.2347118854522705,0.002849102020263672,0.42857142857142855,0.42857142857142855,0.625,0.39999999999999997,0.5384615384615384,0.39999999999999997
7,0.285656213760376,0.0024497509002685547,0.5384615384615384,0.625,0.52,0.25,0.5384615384615384,0.47058823529411764
8,0.20439410209655762,0.003860950469970703,0.42105263157894735,0.47619047619047616,0.65,0.4615384615384615,0.5384615384615384,0.47058823529411764
9,0.22177696228027344,0.005563974380493164,0.6111111111111112,0.3636363636363636,0.6842105263157895,0.6250000000000001,0.6153846153846154,0.4827586206896552
10,0.20764875411987305,0.0048370361328125,0.3684210526315789,0.33333333333333326,0.6,0.42857142857142855,0.48717948717948717,0.375
11,0.15761709213256836,0.005605936050415039,0.5333333333333333,0.5333333333333333,0.7619047619047619,0.6153846153846153,0.6153846153846154,0.5161290322580646
12,0.278552770614624,0.0023860931396484375,0.5238095238095238,0.5,0.4117647058823529,0.4444444444444444,0.46153846153846156,0.46153846153846156
13,0.21744990348815918,0.0022478103637695312,0.7272727272727273,0.6666666666666665,0.5,0.43478260869565216,0.5789473684210527,0.5
14,0.26104211807250977,0.002257108688354492,0.45454545454545453,0.0,0.5185185185185185,0.48000000000000004,0.5,0.38709677419354843
15,0.19061899185180664,0.004278898239135742,0.5,0.4444444444444445,0.6666666666666666,0.5714285714285715,0.5789473684210527,0.5
16,0.1656351089477539,0.0022840499877929688,0.625,0.6666666666666665,0.4,0.25000000000000006,0.5,0.4864864864864864
17,0.17249512672424316,0.004781007766723633,0.6363636363636364,0.6,0.5,0.3157894736842105,0.5526315789473685,0.45161290322580644
18,0.19769787788391113,0.004386186599731445,0.5333333333333333,0.5333333333333333,0.45454545454545453,0.4,0.47368421052631576,0.4444444444444445
19,0.24425005912780762,0.002254009246826172,0.5789473684210527,0.42857142857142855,0.6470588235294118,0.5714285714285714,0.6052631578947368,0.4827586206896552
