,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__n_neighbors,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4,0.00856795310974121,0.0005491865976592997,0.007500267028808594,0.0005709581827123087,10,uniform,"{'knn__n_neighbors': 10, 'knn__weights': 'uniform'}",0.6984126984126985,0.6717557251908396,0.6833333333333333,0.6666666666666666,0.6902654867256637,0.6820867820658403,0.011657541246918656,1
5,0.009413766860961913,0.0003272359539917191,0.006833267211914062,0.0005780646817101493,10,distance,"{'knn__n_neighbors': 10, 'knn__weights': 'distance'}",0.6875,0.6666666666666667,0.6929133858267716,0.6909090909090909,0.6722689075630253,0.6820516101931109,0.010568971984997571,2
2,0.009190654754638672,0.0008947293022606772,0.007838916778564454,0.0006590164581829897,5,uniform,"{'knn__n_neighbors': 5, 'knn__weights': 'uniform'}",0.6461538461538462,0.6511627906976744,0.6280991735537191,0.7222222222222223,0.6495726495726495,0.6594421364400224,0.03245382408588804,3
3,0.009326457977294922,0.0006438297795113301,0.006567478179931641,0.00026448425382756937,5,distance,"{'knn__n_neighbors': 5, 'knn__weights': 'distance'}",0.6461538461538462,0.6511627906976744,0.6280991735537191,0.7222222222222223,0.6495726495726495,0.6594421364400224,0.03245382408588804,3
6,0.009453105926513671,0.0008292527683066354,0.007649374008178711,0.00021780313776554257,15,uniform,"{'knn__n_neighbors': 15, 'knn__weights': 'uniform'}",0.6433566433566434,0.6438356164383562,0.652482269503546,0.6829268292682927,0.6559999999999999,0.6557202717133677,0.014455891652635307,5
7,0.008365011215209961,0.0003607513907564566,0.006345796585083008,0.00018248025379525635,15,distance,"{'knn__n_neighbors': 15, 'knn__weights': 'distance'}",0.6433566433566434,0.6438356164383562,0.652482269503546,0.6829268292682927,0.6559999999999999,0.6557202717133677,0.014455891652635307,5
0,0.009800052642822266,0.0005655913173747999,0.015452337265014649,0.014211518061638876,3,uniform,"{'knn__n_neighbors': 3, 'knn__weights': 'uniform'}",0.676923076923077,0.6393442622950819,0.6218487394957983,0.6857142857142857,0.6324786324786325,0.6512617993813751,0.025319708215236728,7
1,0.009542369842529297,0.0005499173104613076,0.006551408767700195,0.00017971502238181086,3,distance,"{'knn__n_neighbors': 3, 'knn__weights': 'distance'}",0.676923076923077,0.6393442622950819,0.6218487394957983,0.6857142857142857,0.6324786324786325,0.6512617993813751,0.025319708215236728,7
