,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.2745213985443115,0.004981280541468915,0.0032047748565673826,9.515875396851976e-05,sqrt,2,50,"{'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",0.693069306930693,0.7474747474747474,0.7872340425531916,0.7415730337078651,0.8000000000000002,0.7538702261332995,0.037762349364930246,10
1,0.5436434268951416,0.007789903332832249,0.005527114868164063,0.00014762870717108242,sqrt,2,100,"{'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.7,0.7450980392156863,0.8080808080808081,0.8210526315789474,0.8080808080808082,0.77646245739125,0.046514423467447844,1
2,0.817716407775879,0.00955348065085429,0.007799911499023438,0.00018445546712695727,sqrt,2,150,"{'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 150}",0.6666666666666666,0.7524752475247525,0.8041237113402062,0.7999999999999999,0.8000000000000002,0.7646531251063251,0.05254783924593503,9
3,0.27572951316833494,0.005753690543344931,0.0031569480895996095,1.3978243604093722e-05,sqrt,4,50,"{'max_features': 'sqrt', 'min_samples_split': 4, 'n_estimators': 50}",0.6666666666666666,0.76,0.7551020408163265,0.7872340425531915,0.7916666666666667,0.7521338833405702,0.04510031709499189,12
4,0.5457856178283691,0.009781953873805887,0.005393218994140625,1.8604839184315726e-05,sqrt,4,100,"{'max_features': 'sqrt', 'min_samples_split': 4, 'n_estimators': 100}",0.712871287128713,0.7547169811320756,0.7755102040816325,0.8247422680412372,0.8118811881188118,0.775944385700494,0.040253432327763815,2
5,0.8193798065185547,0.011315859451602055,0.007615423202514649,1.9384823405386286e-05,sqrt,4,150,"{'max_features': 'sqrt', 'min_samples_split': 4, 'n_estimators': 150}",0.712871287128713,0.7777777777777777,0.7843137254901961,0.7956989247311828,0.7959183673469388,0.7733160164949616,0.031004138659845755,4
6,0.10062665939331054,0.0012824668420845023,0.0034285545349121093,0.0003374027962511668,log2,2,50,"{'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 50}",0.693069306930693,0.7843137254901961,0.7142857142857144,0.7500000000000001,0.82,0.7523337493413207,0.04597132550734036,11
7,0.19977350234985353,0.002394237963402078,0.005648183822631836,0.00014147473214426326,log2,2,100,"{'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100}",0.6938775510204083,0.803921568627451,0.7647058823529412,0.7777777777777777,0.8118811881188118,0.7704327935794779,0.04192116155940798,8
8,0.29947352409362793,0.0029824623232763995,0.007940578460693359,0.00023935816635991888,log2,2,150,"{'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 150}",0.686868686868687,0.796116504854369,0.7647058823529412,0.7640449438202247,0.8431372549019608,0.7709746545596365,0.05099153992879831,6
9,0.09975800514221192,0.0005532542987631405,0.003258037567138672,4.980755282322095e-05,log2,4,50,"{'max_features': 'log2', 'min_samples_split': 4, 'n_estimators': 50}",0.7254901960784313,0.7924528301886793,0.7647058823529412,0.7777777777777777,0.803921568627451,0.7728696510050561,0.02714137826689101,5
10,0.19828300476074218,0.0011150643118837053,0.005511617660522461,6.079507339293947e-05,log2,4,100,"{'max_features': 'log2', 'min_samples_split': 4, 'n_estimators': 100}",0.7,0.7924528301886793,0.7850467289719627,0.7956989247311828,0.803921568627451,0.7754240105038551,0.03819565875068419,3
11,0.2984194278717041,0.0025909156904654136,0.007814884185791016,4.568040246115086e-05,log2,4,150,"{'max_features': 'log2', 'min_samples_split': 4, 'n_estimators': 150}",0.7254901960784313,0.7962962962962963,0.7647058823529412,0.7472527472527474,0.82,0.7707490243960832,0.03380910482552811,7
