strain_slug,strain_category,strain_popularity
candy-cane,Indica,0.0099900403077848
orange-skunk,Hybrid,0.0046101511610904
stardawg,Hybrid,0.250192434496401
cactus,Indica,0.0094520513931153
shangri-la,Hybrid,0.0069883380556804
elderberry-kush,Hybrid,0.0006097207699586
fruit-spirit,Hybrid,0.0030568806023268
shiatsu-kush,Hybrid,0.0030927465299715
y-griega,Sativa,0.009355489280226
master-skunk,Hybrid,0.0009932103040051
abusive-og,Indica,0.0096451756188941
bay-11,Sativa,0.0132979824036241
harmony,Hybrid,0.0024857846775239
royal-dwarf,Hybrid,0.0018981352476542
devil-fruit,Indica,0.0070600699109697
dieseltonic,Hybrid,0.0006373099450699
sunset-sherbert,Hybrid,0.4734937000118634
negra-44,Indica,0.0009711389639161
purple-jack,Hybrid,0.0050598547154038
earth-og,Hybrid,0.0036693602897966
double-dream,Hybrid,0.0297190594298421
enigma,Indica,0.0018319212273872
juliet,Hybrid,0.0007311131404482
white-fire-alien-og,Hybrid,0.0082188152656423
ghost-train-haze,Sativa,0.1409806848185046
cookies-and-cream,Hybrid,0.1890272332747523
south-central-la,Indica,0.0001682939681786
chem-crush,Hybrid,0.0008442287584043
twista,Sativa,0.0003917662865797
colorado-chem,Hybrid,0.0058820121337192
denver-maple,Indica,0.0006317921100477
sour-lemon-og,Hybrid,0.0117309172573049
sour-jilly,Hybrid,0.001387735508096
blueberry-waltz,Indica,0.0
white-og,Indica,0.0146802000766979
willy-wonka,Sativa,0.0136318114224702
hells-og,Hybrid,0.0244495269835927
smelliot,Hybrid,0.0
lemon-walker-og,Hybrid,0.0038790380206422
orange-diesel,Hybrid,0.0128427610142884
303-og,Indica,0.002753399676103
k1,Hybrid,0.0014153246832072
8-ball-kush,Indica,0.0103073158215642
dream-star,Hybrid,0.0038376542579753
ancient-og,Indica,0.0044887587906009
mothers-finest,Sativa,0.0028472028714813
sunshine-daydream,Indica,0.0138856318334938
appalachia,Hybrid,0.0068421154275908
lucky-charms,Hybrid,0.0427439089998648
jack-wreck,Sativa,0.0018760639075652
jedi-kush,Indica,0.0180764275328931
pineapple-chunk,Hybrid,0.0375047246462378
red-cherry-berry,Hybrid,0.005923395896386
royal-kush,Hybrid,0.0200711248934368
critical-haze,Hybrid,0.0163658986759954
the-truth,Hybrid,0.0037631634851749
sour-tangie,Sativa,0.0927354943014558
3x-crazy,Indica,0.0237708332758558
saturn-og,Hybrid,0.0044225447703339
jack-skellington,Sativa,0.0033741561161062
mob-boss,Hybrid,0.0266152772298261
timewreck,Sativa,0.0060696185244757
mothers-helper,Hybrid,0.0034817538990401
somango,Indica,0.0160293107396381
kandahar,Indica,0.0008083628307597
kushadelic,Indica,0.0019450368453433
the-third-dimension,Hybrid,0.0087705987678674
dr-who,Hybrid,0.0198007509773465
nevils-wreck,Sativa,0.0041990724519327
kaia-kush,Hybrid,0.0013325571578735
afghan-haze,Hybrid,0.0028582385415258
bay-dream,Sativa,0.0047177489440243
phantom-og,Indica,0.0200876783985035
tora-bora,Indica,0.0056337095577179
dream-berry,Indica,0.0036307354446409
harle-tsu,Hybrid,0.0256441382659099
alaskan-ice,Sativa,0.0051453811582487
china-yunnan,Indica,0.0017905374647203
zen,Hybrid,0.0036279765271298
green-poison,Indica,0.020253213449171
big-bang,Indica,0.0077746295463511
frisian-dew,Hybrid,0.0045466960583345
jamaican-lion,Sativa,0.0017298412794755
purple-gorilla,Hybrid,0.0351927517719147
hell-raiser-og,Hybrid,0.0017932963822314
berry-bomb,Hybrid,0.0048060343043803
blackberry-rhino,Indica,0.0021712680812556
cream-caramel,Indica,0.0204822036025944
outlaw,Sativa,0.0090520083540022
phantom-cookies,Hybrid,0.0213567804536212
copper-kush,Indica,0.0007697379856039
opal-og-kush,Indica,0.0014346371057851
sweet-lafayette,Indica,0.0003807306165352
ogs-pearl,Indica,0.0008552644284488
space-needle,Sativa,0.0009904513864939
goo,Indica,0.012790341581577
golden-pineapple,Hybrid,0.030555011435713
seattle-cough,Sativa,0.003302424260817
rocky-mountain-high,Hybrid,0.0039893947210872
critical-kush,Indica,0.1050568199061416
white-dragon,Indica,0.0011697810247171
blackberry-lime-haze,Sativa,0.0009269962837381
critical-jack,Hybrid,0.0135545617321587
hollywood-og,Hybrid,0.0036003873520185
jamaican-dream,Sativa,0.008519537274355
cheesewreck,Hybrid,0.0043452950800224
colombian-gold,Sativa,0.0340891847674646
kali-china,Indica,0.0010373529841831
og-cheese,Hybrid,0.008784393355423
schrom,Sativa,0.0022209285964558
grape-ox,Indica,0.0011035670044501
catfish,Sativa,0.0052943627038495
melon-gum,Hybrid,0.014771244354565
khalifa-kush,Hybrid,0.1018040561605248
middlefork,Hybrid,0.0029272114793039
sweet-cheese,Sativa,0.0066324376967453
aceh,Sativa,0.0017739839596535
godzilla,Indica,0.0068393565100797
omega-dawg,Hybrid,0.0008387109233821
punky-lion,Indica,0.0029023812217038
stella-blue,Sativa,0.0013766998380515
swazi-gold,Sativa,0.0064531080585221
blue-nightmare,Hybrid,0.0028444439539702
middlefork-x-pineapple-express,Sativa,0.0005793726773363
ripped-bubba,Hybrid,0.0016332791665861
snoop-dogg-og,Indica,0.025975208367245
u2-kush,Indica,0.0006511045326255
old-school-og,Hybrid,0.0021740269987667
sugar-cookie,Hybrid,0.0431549877090224
pez,Indica,0.0037604045676638
purple-elephant,Indica,0.0050377833753148
cookie-monster,Indica,0.0225955344161164
chemo,Indica,0.0187937460857857
og-18,Hybrid,0.054921770893972
charlie-sheen,Hybrid,0.005305398373894
watermelon,Indica,0.0873749175773393
atmosphere,Hybrid,0.000419355461691
blue-dot,Sativa,0.0022264464314781
the-black,Indica,0.0227224446216282
death-bubba,Indica,0.0550514400169949
sour-alien,Hybrid,0.0079732716071522
chem-valley-kush,Hybrid,0.005437826414428
berry-og,Hybrid,0.0157699724935924
sublime,Sativa,0.0014180836007184
platinum-wreck,Hybrid,0.002753399676103
critical-plus,Hybrid,0.0150167880130551
sugar-kush,Indica,0.0086105815522221
sour-maui,Sativa,0.0029630774069486
sour-chunk,Hybrid,0.000242784740979
purple-star,Indica,0.0051895238384267
ghost-bubba,Hybrid,0.0021022951434775
pink-panther,Hybrid,0.0117833366900163
oregon-pineapple,Hybrid,0.0006952472128035
goji-og,Hybrid,0.0392152535031355
crater-lake,Hybrid,0.0026899445733472
blowfish,Hybrid,0.0012387539624952
black-betty,Hybrid,0.0040087071436651
black-haze,Hybrid,0.0037714402377083
wappa,Hybrid,0.0282982169116125
blues,Hybrid,0.0039121450307757
space-jill,Sativa,0.0006097207699586
haoma-mist,Hybrid,0.0034017452912175
purple-happy-rancher,Indica,0.0015367170536968
strawberry-cheesecake,Indica,0.0452048634197886
wally-og,Hybrid,0.000485569481958
moonshine-haze,Sativa,0.0226810608589613
blue-moon-rocks,Hybrid,0.0146636465716311
love-potion,Sativa,0.0264359475916029
love-potion-9,Indica,0.0057109592480294
purple-paralysis,Hybrid,0.0017905374647203
superglue,Hybrid,0.1349441733041624
lavender-jones,Hybrid,0.0312530175660277
crypt,Hybrid,0.0019560725153878
frankenstein,Indica,0.0060668596069646
crystal-gayle,Hybrid,0.0011118437569835
central-american,Sativa,0.0004966051520025
south-american,Sativa,0.0032610404981501
carl-sagan,Hybrid,0.0019891795255213
south-indian,Sativa,0.0026071770480134
african,Sativa,0.0098658890197841
og-la-affie,Indica,0.0034100220437509
royal-chemdawg,Hybrid,0.001211164787384
pink-mango,Hybrid,0.004844659149536
mickey-kush,Sativa,0.0045991154910459
mexican,Sativa,0.0081112174827084
9-pound-hammer,Indica,0.1425449910473126
green-dragon,Indica,0.0053881658992277
zeus-og,Hybrid,0.0025133738526351
chocolate-thai,Sativa,0.0213291912785099
sour-pebbles,Sativa,0.0073911400123047
special-k,Hybrid,0.0020526346282772
mr-tusk,Hybrid,0.002245758854056
white-walrus,Hybrid,0.0
star-killer,Indica,0.0335070531726171
lemon-fire,Hybrid,0.0012387539624952
north-american,Indica,0.0032886296732613
cambodian,Sativa,0.0025271684401908
sour-bubble,Indica,0.0079512002670632
raspberry-cough,Sativa,0.0071318017662589
bog-bubble,Hybrid,0.0033658793635729
purple-thai,Sativa,0.0118274793701943
strawberry-satori,Sativa,0.001167022107206
purple-maui,Hybrid,0.0009325141187603
jamaican,Sativa,0.0135021422994473
nepalese,Sativa,0.0108149566436113
swiss,Indica,0.0010263173141386
tangerine,Hybrid,0.0175384386182237
ladyburn-1974,Hybrid,0.0002593382460457
sfv-og-kush,Indica,0.0401174195292734
triangle-kush,Indica,0.0733375452807336
sour-willie,Sativa,0.0026016592129911
ash,Hybrid,0.0047177489440243
monster-cookies,Indica,0.0624480978643219
kc-33,Hybrid,0.0047149900265131
eastern-european,Indica,0.0005131586570693
california-sour,Hybrid,0.0023671512245455
dancehall,Hybrid,0.0131876257031791
la-nina,Sativa,0.0001682939681786
ortega,Indica,0.0032168978179721
critical-skunk,Hybrid,0.0015477527237413
south-asian,Indica,0.0008000860782263
bubblegum-kush,Indica,0.0323731380755446
capers,Indica,0.000463498141869
sugar-punch,Hybrid,0.0059565029065195
hustler-kush,Hybrid,0.0005324710796471
marleys-collie,Hybrid,0.0013491106629402
lemon-daddy,Hybrid,0.0008304341708487
biddy-early,Hybrid,0.0004083197916465
jackalope,Sativa,0.0004828105644469
blackberry-haze,Sativa,0.0016719040117419
hardcore-og,Indica,0.021309878855932
xanadu,Sativa,0.0004248732967133
strawberry-blue,Sativa,0.0038431720929975
rockbud,Indica,0.0031396481276606
kurple-fantasy,Hybrid,0.0067179641395901
hawaiian-purple-kush,Indica,0.0048391413145138
pineapple-skunk,Hybrid,0.014682958994209
big-sur-holy-bud,Sativa,0.002135402153611
early-pearl,Sativa,0.0012884144776955
jock-horror,Sativa,0.0025906235429466
purple-cheese,Hybrid,0.0102769677289418
drizella,Sativa,0.0002924452561792
dream-police,Hybrid,0.0
star-berry,Indica,0.0047480970366467
critical-widow,Hybrid,0.0054129961568279
mango-haze,Sativa,0.0472547391305547
skunk-haze,Hybrid,0.006781419242346
bubble-cheese,Indica,0.001608448908986
buddha-haze,Sativa,0.0066986517170123
irene-kush,Hybrid,0.0113474277232585
rene-mist,Hybrid,0.0
white-haze,Sativa,0.0028223726138812
viper,Sativa,0.0098907192773843
tokyo-og,Hybrid,0.0066131252741674
kill-bill,Hybrid,0.0038955915257089
california-grapefruit,Indica,0.0004221143792021
tahoe-alien,Hybrid,0.0125806638507315
alien-rock-candy,Hybrid,0.0335208477601728
chronic,Hybrid,0.0380013297982403
montana-silvertip,Hybrid,0.0058102802784299
dragons-breath,Hybrid,0.0174611889279122
grand-doggy-purps,Indica,0.0019891795255213
blue-heron,Hybrid,0.001807090969787
haze-heaven,Hybrid,0.0009683800464049
grimace,Indica,0.0021160897310331
garlic-bud,Indica,0.0368177541859676
nurse-jackie,Sativa,0.0030872286949492
iced-widow,Indica,0.0011421918496058
critical-47,Hybrid,0.0018953763301431
white-elephant,Hybrid,0.0015753418988525
purple-alien-og,Hybrid,0.0089719997461795
critical-sensi-star,Indica,0.0059040834738082
rare-darkness,Indica,0.0078767094942628
white-lotus,Hybrid,0.0029603184894374
white-siberian,Hybrid,0.0021629913287222
k2,Hybrid,0.0085498853669774
petrolia-headstash,Indica,0.0072614708892818
tutankhamon,Sativa,0.0389421206695341
tutti-frutti,Hybrid,0.0195027878861449
valentine-x,Hybrid,0.0025409630277464
blue-kush,Hybrid,0.0099183084524955
tangilope,Sativa,0.0076118534131947
think-different,Hybrid,0.0023285263793897
quantum-kush,Sativa,0.0155106342475466
ny-47,Hybrid,0.0002317490709345
c4,Hybrid,0.0088202592830676
kali-dog,Hybrid,0.0035176198266848
gemstone,Hybrid,0.0012525485500509
dawgs-waltz,Hybrid,0.0018815817425874
damnesia,Hybrid,0.0015394759712079
yogi-diesel,Hybrid,0.0012028880348506
rug-burn-og,Hybrid,0.0052502200236715
sour-amnesia,Sativa,0.0102521374713417
a-dub,Hybrid,0.004800516469358
blue-hash,Hybrid,0.0040694033289098
sour-jack,Sativa,0.0211415848877534
supernatural,Sativa,0.0009876924689828
marionberry-kush,Hybrid,0.0073469973321267
super-jack,Sativa,0.0188709957760972
the-cough,Sativa,0.0032775940032168
red-diesel,Hybrid,0.0065331166663447
aurora-borealis,Indica,0.0032003443129053
cannalope-kush,Hybrid,0.0071649087763924
galactic-jack,Sativa,0.0098493355147174
starfighter,Hybrid,0.0206780867458843
conspiracy-kush,Indica,0.0039673233809982
starbud,Indica,0.0029299703968151
gigabud,Indica,0.0040694033289098
silver-bubble,Hybrid,0.0166031655819522
industrial-plant,Hybrid,0.0014236014357406
northernberry,Indica,0.0099431387100957
haole,Hybrid,0.0004386678842689
tangelo-kush,Hybrid,0.0010980491694278
lemon-bubble,Sativa,0.0030486038497934
key-lime-pie,Hybrid,0.0736299905369129
emerald-jack,Sativa,0.0017298412794755
jet-fuel,Hybrid,0.1567341038070302
money-maker,Indica,0.0137007843602484
emerald-og,Indica,0.0068862581077688
american-kush,Indica,0.0015036100435633
purple-chemdawg,Indica,0.0333442770394607
caramelo,Sativa,0.0047067132739798
medusa,Hybrid,0.0043756431726447
b-52,Indica,0.0051233098181597
white-romulan,Hybrid,0.0012194415399173
sour-candy,Hybrid,0.0066434733667898
la-kush,Hybrid,0.0184268100568061
purple-crack,Hybrid,0.0097472555668058
night-terror-og,Indica,0.0189951470640979
tickle-kush,Hybrid,0.0007090418003592
chocolate-thunder,Sativa,0.0008469876759154
chong-star,Hybrid,0.0009849335514717
jack-47,Hybrid,0.0060751363594979
kalashnikova,Hybrid,0.005636468475229
cookies-kush,Indica,0.1570431025682763
blue-monster,Indica,0.0060420293493644
colorado-bubba,Indica,0.0011973701998283
blue-frost,Hybrid,0.0137669983805154
scooby-snack,Hybrid,0.0256827631110657
sonoma-coma,Sativa,0.003765922402686
americano,Indica,0.0001876063907565
soul-assassin-og,Hybrid,0.005371612394161
atomic-goat,Hybrid,0.001100808086939
lucid-dream,Hybrid,0.0114660611762368
alpine-blue,Hybrid,0.0011973701998283
critical-cheese,Hybrid,0.0041521708542436
white-diesel,Hybrid,0.0151630106411448
dirty-girl,Sativa,0.0161507031101277
lemonberry,Hybrid,0.0157258298134144
purple-rhino,Hybrid,0.006759347902257
sensi-skunk,Indica,0.0028223726138812
game-changer,Hybrid,0.011074294889657
white-lavender,Hybrid,0.0019395190103211
supermax-og,Hybrid,0.0024581955024126
white-nightmare,Sativa,0.0109225544265452
lost-coast-og,Hybrid,0.010632868087877
monkey-paw,Hybrid,0.0046570527587795
blueberry-yum-yum,Hybrid,0.0122854596770411
crazy-miss-hyde,Hybrid,0.0006014440174253
thai-lights,Hybrid,0.002797542356281
tigers-milk,Indica,0.0175743045458683
sugar-mama,Indica,0.0030927465299715
incredible-bulk,Indica,0.0166804152722637
ultra-sonja,Hybrid,0.0005159175745804
jack-diesel,Sativa,0.0035810749294406
alpha-blue,Sativa,0.0063317156880326
deep-chunk,Indica,0.0032886296732613
purple-monkey-balls,Indica,0.0160568999147494
super-lemon-og,Hybrid,0.0053247107964718
critical-hog,Indica,0.0098382998446729
chuckys-bride,Hybrid,0.0011532275196503
deep-cheese,Hybrid,0.0008028449957374
super-sour-skunk,Hybrid,0.0041163049265989
sugar-black-rose,Indica,0.0246288566218158
red-poison,Hybrid,0.0036472889497076
redd-cross,Hybrid,0.0006428277800922
spirit-of-76,Hybrid,0.0006924882952924
blue-knight,Indica,0.0080450034624414
toxic-punch,Hybrid,0.0012718609726287
ms-universe,Hybrid,0.0019146887527209
caramel-candy-kush,Hybrid,0.0065082864087446
elvis,Hybrid,0.0027478818410808
blueberry-silvertip,Hybrid,0.0011421918496058
blueberry-essence,Hybrid,0.0004883283994691
mau-mau,Hybrid,0.0
krakatoa,Hybrid,0.0
maramota-10,Hybrid,0.0005821315948474
1024,Sativa,0.0095375778359602
501st-og,Hybrid,0.0097444966492946
armagnac,Hybrid,0.0006455866976033
burkle,Indica,0.0107101177781885
super-cheese,Indica,0.003655565702241
bubba-tom-hayes,Hybrid,0.0008828536035601
g13-widow,Hybrid,0.0011035670044501
head-trip,Hybrid,0.0009187195312047
dank-schrader,Indica,0.0035865927644629
dutch-treat-haze,Hybrid,0.0046211868311349
rockstar-kush,Indica,0.0141642825021174
beast-mode-og,Hybrid,0.002488543595035
beast-mode-20,Indica,0.0008111217482708
disney-blue,Hybrid,0.0013573874154736
gucci-og,Hybrid,0.01573962440097
orange-juice,Hybrid,0.0134662763718027
white-fire-43,Indica,0.0140511668841613
orange-cookies,Hybrid,0.1251803642322898
alien-sour-apple,Hybrid,0.0040500909063319
dougs-varin,Sativa,0.0050764082204706
pineapple-purps,Sativa,0.0031368892101495
og-ringo,Hybrid,0.0006042029349364
green-goddess,Hybrid,0.0051784881683822
double-og,Indica,0.0087485274277784
yummy,Hybrid,0.0019615903504101
pineapple-jack,Sativa,0.0068007316649239
kosher-tangie,Hybrid,0.0205484176228614
kilimanjaro,Sativa,0.0028499617889924
serious-6,Sativa,0.0035534857543294
secret-recipe,Hybrid,0.003876279103131
white-cheese,Hybrid,0.0039893947210872
fortune-cookies,Hybrid,0.0099045138649399
bugatti-og,Hybrid,0.0090216602613798
ringos-gift,Hybrid,0.0138994264210494
stephen-hawking-kush,Indica,0.0063151621829658
cabbage-patch,Hybrid,0.00107873674685
southern-lights,Sativa,0.0019753849379657
white-gold,Hybrid,0.0375957689241049
blissful-wizard,Hybrid,0.0206311851481952
vcdc,Hybrid,0.0009573443763604
wellness-og,Hybrid,0.0018401979799205
mango-tango,Hybrid,0.009465845980671
lemon-bananas,Hybrid,0.0008276752533376
madzilla,Indica,0.0004938462344914
russian-assassin,Indica,0.0030044611696154
cinderellas-dream,Hybrid,0.0030127379221488
violet-delight,Hybrid,0.0060447882668756
donegal,Hybrid,0.0025519986977909
bakerstreet,Indica,0.0104728508722317
golden-xtrx-co2-dabbables-h-139120,Hybrid,0.0
athabasca,Indica,0.0004662570593801
13-dawgs,Hybrid,0.0063703405331883
aberdeen,Hybrid,0.0005904083473808
argyle,Indica,0.0034155398787731
afghan-hawaiian,Indica,0.0006235153575143
cbd-shark,Indica,0.0081967439255533
avi,Hybrid,0.0001462226280896
balmoral,Hybrid,0.0018374390624094
afghani-cbd,Indica,0.0023919814821456
bedica,Indica,0.0021685091637445
jenni,Sativa,0.0
damn-sour,Sativa,0.0007421488104927
motavation,Indica,0.0008994071086268
leonidas,Sativa,0.0004248732967133
sunshine,Sativa,0.0489431966473634
bogart,Hybrid,0.0
super-bud,Indica,0.0029410060668596
nova,Indica,0.0061496271322983
blue-cookies,Hybrid,0.2123483629962948
professor-chaos,Hybrid,0.0041714832768215
dr-funk,Indica,0.0045991154910459
pineapple-dog-shit,Hybrid,0.0011146026744946
ice-queen,Hybrid,0.0027451229235697
brand-x,Indica,0.006869704602702
sour-urkle,Hybrid,0.0014373960232962
paris-xxx,Indica,0.0010539064892498
cheese-candy,Hybrid,0.0027285694185029
alien-reunion,Hybrid,0.0007697379856039
swiss-gold,Sativa,0.0001820885557342
blueberry-skunk,Indica,0.0106135556652991
birds-eye,Sativa,0.0005241943271138
zeta-sage,Sativa,0.0006235153575143
white-urkle,Hybrid,0.0055205939397617
hawaiian-cookies,Hybrid,0.0029768719945042
black-84,Indica,0.0005986850999141
mad-scientist,Indica,0.0026595964807248
thors-hammer,Sativa,0.0043039113173555
blueberry-lambsbread,Hybrid,0.0026182127180579
dream-lotus,Hybrid,0.0111984461776577
buffalo-bill,Sativa,0.0005352299971583
silver-kush,Sativa,0.0133697142589133
arjans-ultra-haze-1,Sativa,0.0018208855573427
bandana,Hybrid,0.0012580663850731
juicy-jack,Hybrid,0.0032031032304165
alpine-star,Indica,0.0025630343678354
holy-ghost,Hybrid,0.0018815817425874
milf,Hybrid,0.0047232667790465
sourlope,Sativa,0.00323621024055
the-grunk,Hybrid,0.0009876924689828
blue-kripple,Indica,0.0017795017946758
blue-blood,Indica,0.00129945014774
oregon-diesel,Indica,0.0068614278501687
the-one,Hybrid,0.0044611696154896
funfetti,Hybrid,0.0061579038848317
do-over-og,Hybrid,0.0
b4,Hybrid,0.0018484747324539
afghan-sour-kush,Indica,0.0008856125210712
cosmic-collision,Sativa,0.0048087932218914
orange-turbo,Hybrid,0.0022347231840115
turbo-mind-warp,Hybrid,0.0003255522663127
heaven-scent,Hybrid,0.0023947403996567
pineapple-purple-skunk,Hybrid,0.0020029741130769
x-tra-chz,Hybrid,0.0
sour-strawberry-diesel,Hybrid,0.0017160466919199
cherry-diesel,Hybrid,0.0344975045591111
godfather-purple-kush,Indica,0.0010152816440941
black-cherry-og,Indica,0.0229348812699849
medibud,Hybrid,0.0016801807642753
green-lantern,Sativa,0.0072476763017262
pakistani-chitral-kush,Indica,0.0128951804469998
double-purple-doja,Indica,0.0048308645619804
royal-highness,Hybrid,0.0245047053338152
cluster-bomb,Hybrid,0.0018981352476542
white-walker-kush,Hybrid,0.008541608614444
whitewalker-og,Indica,0.0125668692631759
og-strawberry,Hybrid,0.0042652864721997
ogre-berry,Indica,0.0011118437569835
medihaze,Sativa,0.0109473846841453
griz-kush,Hybrid,0.0020940183909441
kush-cleaner,Hybrid,0.0013077269002734
glad-max,Hybrid,0.0011863345297838
everlast,Indica,0.0004083197916465
twisted-citrus,Sativa,0.0049025964172697
lady-liberty,Hybrid,0.0003586592764462
dutch-queen,Hybrid,0.000507640822047
black-russian,Indica,0.0068448743451019
wet-dream,Sativa,0.011074294889657
kong,Hybrid,0.0075925409906169
strawberry-lemonade,Sativa,0.0273491492877854
truth-serum,Hybrid,0.0018926174126319
crown-og,Indica,0.0051315865706931
og-tonic,Hybrid,0.0004331500492466
cotton-purple-chem,Hybrid,0.0003669360289796
the-sauce,Hybrid,0.0095127475783601
cascadia-kush,Indica,0.0008800946860489
peppermint-cookies,Hybrid,0.0026623553982359
blue-dynamite,Indica,0.0017381180320089
canna-tsu,Hybrid,0.012768270241488
blue-magic,Sativa,0.005901324556297
jacky-white,Sativa,0.0055509420323841
lashkar-gah,Indica,0.0004966051520025
birthday-cake-kush,Hybrid,0.172556495733334
cindy-white,Hybrid,0.003434852301351
nebula-ii-cbd,Hybrid,0.0011283972620502
kuchi,Hybrid,0.0019781438554768
satellite-og,Indica,0.004469446368023
pineapple-haze,Sativa,0.0134083391040691
blue-alien,Indica,0.0060834131120313
lamborghini,Hybrid,0.0037383332275748
ray-charles,Indica,0.0064337956359442
blue-persuasion,Hybrid,0.0
tembo-kush,Hybrid,0.0
sour-poison,Sativa,0.0027947834387699
bsc,Hybrid,0.006317921100477
skywalker-alien,Hybrid,0.0462201450638827
valley-ghash,Hybrid,0.0009049249436491
cherry-durban-poison,Hybrid,0.0024112939047235
the-sister,Indica,0.0022071340089002
mazar-kush,Indica,0.0070159272307917
lime-purple-mist,Indica,0.0005490245847139
white-kryptonite,Indica,0.0004028019566242
wreckage,Hybrid,0.0008718179335156
north-american-sativa,Sativa,0.0015808597338748
royal-haze,Sativa,0.0039397342058869
cbd-mango-haze,Sativa,0.0076670317634173
bb-king,Indica,0.0028554796240147
scotts-og,Hybrid,0.0179219281522701
tyson,Indica,0.0135269725570475
blue-wreck,Hybrid,0.0009490676238271
sweet-pebbles,Hybrid,0.0011808166947616
the-sheriff,Hybrid,0.0
summertime-squeeze,Sativa,0.0008111217482708
cerebro-haze,Sativa,0.0003365879363572
dreamers-glass,Hybrid,0.0003586592764462
booger,Hybrid,0.0021547145761888
buddha-tahoe,Indica,0.0053688534766499
maui-pineapple-chunk,Hybrid,0.0024168117397457
skunk-dawg,Sativa,0.0026954624083694
special-kush-1,Indica,0.0031562016327273
js-famous-kush,Hybrid,0.0008221574183153
sleestack,Sativa,0.0020305632881882
sleeskunk,Sativa,0.0006593812851589
sweet-berry,Hybrid,0.0032086210654387
brooklyn-mango,Hybrid,0.0029299703968151
maui-mango-diesel,Hybrid,0.0026568375632136
earthshaker-og,Hybrid,0.0007476666455149
nice-cherry,Indica,0.0001738118032008
flowers-for-algernon,Hybrid,0.000529712162136
dog-shit,Hybrid,0.0104149136044981
x-files,Hybrid,0.0003945252040909
south-asian-sativa,Sativa,0.0005407478321805
hippie-chicken,Sativa,0.0029189347267706
ny-cheese,Hybrid,0.0018484747324539
cherry-skunk,Hybrid,0.0017684661246313
sexxpot,Indica,0.0030430860147712
maui-haole,Hybrid,0.0
fruity-chronic-juice,Indica,0.0041963135344216
big-white,Indica,0.0003503825239129
blue-velvet,Hybrid,0.0029934254995709
red-headed-stranger,Sativa,0.0253213449171083
face-off-og,Indica,0.0440626715701827
maui-bubble-gift,Hybrid,0.0014373960232962
mother-of-berries,Indica,0.0114136417435255
eugene-cream,Hybrid,0.0001407047930673
hawaiian-dream,Sativa,0.003633494362152
blue-afghani,Indica,0.0028692742115703
gods-green-crack,Hybrid,0.0255089513078648
predator-pink,Hybrid,0.0029713541594819
mega-jackpot,Hybrid,0.0016222434965416
fruitylicious,Indica,0.0002041598958232
orange-hill-special,Hybrid,0.0033548436935284
puna-budder,Hybrid,0.0026485608106803
sinai,Sativa,0.0007835325731595
green-python,Indica,0.0010483886542276
rollex-og-kush,Indica,0.0235942625551438
snow-lotus,Hybrid,0.006582777181545
snow-diesel,Hybrid,0.0015311992186745
black-bubba,Indica,0.0023064550393007
lake-of-fire,Hybrid,0.0046432581712239
kobain-kush,Indica,0.0008221574183153
loud-scout,Hybrid,0.0013463517454291
lodi-dodi,Hybrid,0.0173977338251563
chemwreck,Hybrid,0.0005186764920915
gi-001,Hybrid,0.0016719040117419
edipure-peanut-butter-bites-168240,Edible,0.0
heisenberg-kush,Sativa,0.002422329574768
chocolate-fondue,Sativa,0.0089554462411128
ebola-7,Hybrid,0.0047480970366467
milky-way,Indica,0.0063813762032329
sin-city-kush,Indica,0.0037548867326415
throwback-kush,Indica,0.0
sweet-deep-grapefruit,Indica,0.0016994931868532
astroboy,Sativa,0.0062903319253657
pine-tar-kush,Indica,0.0118495507102833
one-to-one,Hybrid,0.0042183848745106
double-dutch,Hybrid,0.0022761069466784
jesus,Hybrid,0.0034376112188621
jt15,Indica,0.0006980061303147
dance-world,Sativa,0.0035590035893516
pearl-scout-cookies,Hybrid,0.002400258234679
sweet-and-sour-widow,Indica,0.0105914843252101
chemdawg-sour-diesel,Hybrid,0.0109060009214784
kens-kush,Hybrid,0.0030265325097044
nightfire-og,Sativa,0.0027009802433917
jenny-kush,Hybrid,0.0201069908210814
ultraviolet-og,Indica,0.003412780961262
sin-valley-og,Hybrid,0.0030265325097044
jimi-hendrix,Hybrid,0.0017767428771647
papas-og,Indica,0.0060282347618088
rudeboi-og,Hybrid,0.0234563166795876
honey-bananas,Hybrid,0.0135269725570475
la-chocolat,Hybrid,0.0096148275262717
lemon-marmalade,Hybrid,0.0011283972620502
cannasutra,Indica,0.0010511475717387
citrix,Hybrid,0.0088588841282234
delahaze,Sativa,0.0125227265829978
white-buffalo,Sativa,0.0753598318163885
gelato,Hybrid,0.8678478512170965
lemon-alien-dawg,Hybrid,0.0078684327417294
day-tripper,Hybrid,0.002400258234679
super-sweet,Hybrid,0.0042845988947776
cbd-kush,Hybrid,0.0068062494999462
nypd,Sativa,0.0028913455516593
ancient-kush,Indica,0.0004276322142244
star-master-kush,Indica,0.0019615903504101
gatekeeper-og,Hybrid,0.0
reclining-buddha,Indica,0.0003807306165352
peaches-and-cream,Hybrid,0.0168928519206204
bettie-page,Hybrid,0.0011504686021392
happy-rancher,Hybrid,0.0089747586636907
cornbread,Indica,0.0101969591211192
space-candy,Hybrid,0.016685933107286
pineapple-punch,Sativa,0.009027178096402
alien-asshat,Hybrid,0.0013739409205404
north-indian,Indica,0.000728354222937
savants-grail,Hybrid,0.0001517404631118
zkittlez,Indica,0.4329045055881873
