strain_slug,strain_category,strain_popularity
shining-silver-haze,Sativa,0.0029106579742372
destroyer,Sativa,0.0036693602897966
fast-eddy,Hybrid,0.0010483886542276
purple-linda,Indica,0.0002289901534234
3rd-coast-panama-chunk,Hybrid,0.0003200344312905
easy-peezy,Hybrid,0.0001462226280896
strawberry-blondie,Hybrid,0.0018539925674762
bertberry-cheesecake,Sativa,0.001189093447295
scouts-honor,Hybrid,0.0029023812217038
extreme-cream,Indica,0.0165203980566185
kt-dawg,Hybrid,0.0004303911317355
katsu-bubba-kush,Indica,0.0066186431091896
alien-dutchess,Sativa,0.0014401549408074
hawaiian-mayan-gold,Sativa,0.0028582385415258
fighting-buddha,Sativa,0.0001489815456007
colombian-mojito,Sativa,0.0041935546169105
caramel-kona-coffee-kush,Indica,0.0021491967411666
moon-cookies,Hybrid,0.0046322225011794
godzilla-glue,Hybrid,0.0117971312775719
rainbow-jones,Indica,0.0022540356065893
ice-princess,Hybrid,0.0007862914906707
soulshine-aloha,Indica,0.0002096777308455
berts-cookie-dough,Hybrid,0.0011587453546726
bediol,Sativa,0.001277378807651
lak-federal-reserve,Indica,0.0022871426167229
sour-breath,Sativa,0.0020167687006326
ill-og,Indica,0.0025133738526351
doctor-doctor,Sativa,0.0004303911317355
carnival,Sativa,0.0025078560176129
amnesia-ganja-haze,Sativa,0.0012580663850731
sweet-harlem-diesel,Hybrid,0.000772496903115
green-mango,Indica,0.0008966481911157
sumo-og-kush,Indica,0.0005352299971583
lemon-meringue,Sativa,0.05712338706785
honey-rock,Hybrid,0.0005103997395581
mataro-blue,Indica,0.0129393231271778
island-haze,Sativa,0.0016636272592085
east-coast-alien,Sativa,0.002444400914857
megalodon,Sativa,0.0025575165328131
golden-nugget,Hybrid,0.0067759014073238
blue-buddha,Indica,0.0017546715370757
aliens-on-moonshine,Indica,0.0063813762032329
sour-patch-kiss,Hybrid,0.0190834324244539
grease-monkey,Hybrid,0.175616135253172
blackberry-dream,Hybrid,0.0020388400407216
dakini-kush,Indica,0.0036803959598411
lemonhead-og,Hybrid,0.0265711345496481
pink-death-star,Indica,0.0101583342759634
phantom-arrow,Indica,0.0004524624718245
straight-as-haze,Sativa,0.0003945252040909
white-bubblegum,Indica,0.0037466099801082
og-los-angeles-kush,Indica,0.0014291192707629
la-kookies,Hybrid,0.0046984365214464
cashus-clay,Hybrid,0.0007614612330705
chocolate-og,Indica,0.0102714498939196
black-cherry-pie,Hybrid,0.0132565986409572
jack-burton,Indica,0.0
cookie-breath,Hybrid,0.0081222531527529
truffle-butter,Indica,0.0202614902017044
flo-og,Indica,0.0059123602263415
alien-apparition,Hybrid,0.0006207564400032
tahoe-purps,Indica,0.0009904513864939
pinot-green,Sativa,0.000772496903115
cirrus,Sativa,0.0002151955658677
oca-gold,Indica,0.0001738118032008
treasure-island,Hybrid,0.0024333652448125
government-mule,Indica,0.0015256813836523
buckeye-purple,Indica,0.0026706321507693
triple-cheese,Indica,0.0077470403712399
og-glue-sniffer,Hybrid,0.0048363823970027
golden-lemon,Hybrid,0.0200683659759256
orange-afghani,Indica,0.0012194415399173
chemnesia,Hybrid,0.0014732619509409
fred-flipn-stoned,Indica,0.0004055608741354
blue-steel,Indica,0.0070986947561254
purple-tide,Hybrid,0.0
marcosus-marshmellow,Hybrid,0.0042432151321107
tardis,Sativa,0.0025464808627686
glass-apple,Hybrid,0.0020360811232104
dutch-crunch,Hybrid,0.0007118007178703
brandywine,Indica,0.0081553601628864
shurman,Hybrid,0.0009242373662269
elphinstone,Sativa,0.0008800946860489
grandpas-breath,Indica,0.0126744670461097
sorcerers-apprentice,Hybrid,0.0
91-krypt,Indica,0.003501066321618
hulkamania,Indica,0.0075842642380835
pink-starburst,Hybrid,0.0252827200719525
bubba-fresh,Hybrid,0.0008607822634711
double-mint,Indica,0.0024609544199237
mint-chocolate-chip,Hybrid,0.0328669843100361
sweet-skunk,Hybrid,0.0043259826574445
tesla-tower,Sativa,0.0015781008163636
grimace-og,Indica,0.0016443148366306
murkle,Indica,0.0
cherwillie,Hybrid,0.0
mangolicious,Indica,0.003280352920728
cbd-lilly,Sativa,0.0051095152306041
dirty-old-bastard,Indica,0.0025492397802798
the-big-dirty,Hybrid,0.0012442717975175
dank-sinatra,Hybrid,0.0051867649209156
wild-thailand,Sativa,0.005879253216208
gobbstopper,Indica,0.0153368224443457
las-vegas-purple-kush-bx,Indica,0.0004497035543134
brazil-amazonia,Sativa,0.0020250454531659
platinum-huckleberry-cookies,Hybrid,0.005592325795051
cronuts,Hybrid,0.0044997944606454
josh-d-og,Indica,0.0098879603598732
rocky-dennis,Hybrid,0.0015367170536968
wookies,Hybrid,0.0390028168547788
wookie,Hybrid,0.0277105674817428
club-69,Indica,0.0007421488104927
false-teeth,Hybrid,0.0039093861132646
jilly-dawg,Hybrid,0.0003807306165352
blackberry-fire,Hybrid,0.006759347902257
grandmas-batch,Hybrid,0.0028582385415258
commerce-city-kush,Indica,0.0080422445449303
purple-swish,Indica,0.0010042459740496
pamelina,Indica,0.0038569666805532
cbd-ox,Indica,0.0008635411809822
lemon-cake,Sativa,0.0953399124319582
savage-citrus-sunshine,Hybrid,0.0009407908712937
velvet-purps,Hybrid,0.0014677441159186
pine-queen-dream,Hybrid,0.00066214020267
mountain-girl,Hybrid,0.0014594673633853
zellys-gift,Sativa,0.0017795017946758
chocoholic,Hybrid,0.0
tahoe-frostbite,Hybrid,0.0
capleton,Hybrid,0.0002979630912015
transformer,Hybrid,0.0003724538640019
lemon-jeffery,Hybrid,0.0031313713751272
irish-cream,Indica,0.0052253897660713
ayahuasca-purple,Indica,0.0250426942484846
remo-chemo,Hybrid,0.0020471167932549
cbd-critical-mass,Indica,0.019108262682054
bad-azz-kush,Hybrid,0.0036638424547744
phatt-frutty,Indica,0.0008028449957374
kush-n-cheese,Hybrid,0.0013601463329847
morning-glory,Hybrid,0.001586377568897
chem-jack,Hybrid,0.0014153246832072
og-sour-diesel,Hybrid,0.0025657932853465
tangerine-trainwreck-haze,Sativa,0.0015394759712079
allen-iverson-og,Indica,0.0006704169552034
air-jordan-og,Indica,0.0030872286949492
cherry-slyder,Hybrid,0.0007669790680928
white-chocolate,Hybrid,0.004800516469358
chocolate-sap,Hybrid,0.0002345079884456
coconut-oil,Hybrid,0.001674662929253
berry-larry,Hybrid,0.0009297552012492
clementines-terpentine,Hybrid,0.0006124796874698
grandmas-sugar-cookies,Indica,0.0053109162089162
grape-soda,Hybrid,0.0225541506534496
mango-habanero,Hybrid,0.0004690159768913
green-line-og,Hybrid,0.021111236795131
lime-sorbet,Indica,0.0188958260336974
the-white-angel,Hybrid,0.0020885005559218
double-tap,Indica,0.0026237305530801
blueberry-space-cake,Indica,0.0125944584382871
weebes-world,Indica,0.0
fire-alien-strawberry,Hybrid,0.0011146026744946
golden-tangie,Sativa,0.0025050971001018
tangie-ghost-train,Sativa,0.0020195276181437
harlequin-gdp,Hybrid,0.0146664054891422
el-perro,Hybrid,0.0007807736556484
race-fuel-og,Hybrid,0.0141863538422064
serious-happiness,Hybrid,0.0022485177715671
lennon,Sativa,0.0005048819045359
anubis,Indica,0.0013380749928957
wembley,Indica,0.0008111217482708
cbd-blue-shark,Hybrid,0.0052750502812716
atomic,Hybrid,0.0047480970366467
pure-love,Indica,0.0051619346633155
831-og,Indica,0.0010649421592943
kubbie-kush,Indica,0.0010456297367165
joliet-jake,Indica,0.0028389261189479
bangi-haze,Sativa,0.0015505116412524
erdpurt,Indica,0.0005490245847139
congo,Sativa,0.0085967869646665
white-tygh-dream,Indica,0.0004607392243579
wtf,Hybrid,0.0018015731347648
purple-raine,Hybrid,0.0111736159200576
mendo-afgoo,Indica,0.0005848905123585
the-gift,Hybrid,0.0012166826224062
magnificent-mile,Indica,0.0004524624718245
mc1,Hybrid,0.0043287415749556
mendocino-madness,Hybrid,0.0010759778293388
oldtimers-haze,Sativa,0.0005379889146694
chicle,Hybrid,0.0011118437569835
chocolate-rain,Hybrid,0.0010207994791163
afrikaner,Sativa,0.0
zamaldelica,Sativa,0.0037714402377083
violeta,Hybrid,0.0016415559191195
orient-express,Hybrid,0.0006042029349364
golden-tiger,Sativa,0.0036059051870408
ethiopian,Sativa,0.0009932103040051
white-girl,Hybrid,0.003412780961262
golden-state-banana,Indica,0.0069166062003912
black-roses,Indica,0.0040528498238431
cbd-rich-blessing,Sativa,0.0002758917511125
pineapple-sage,Sativa,0.0018926174126319
lemon-crme,Sativa,0.0029216936442817
i-95,Hybrid,0.027495371915875
raindance,Hybrid,0.0029492828193929
lost-sierra-night-nurse,Hybrid,0.0003117576787571
fallen-angel,Indica,0.001608448908986
purple-frost,Hybrid,0.006229635740121
bear-dance,Hybrid,0.0074518361975495
blue-zkittlez,Indica,0.0556059824367311
pineapple-upside-down-cake,Hybrid,0.0506454487517277
elmers-glue,Hybrid,0.0331097690510151
cowboy-kush,Hybrid,0.0054709334245615
gorilla-grips,Indica,0.0034624414764622
acid-dough,Sativa,0.0096920772165833
washing-machine,Indica,0.003832136422953
zombie-kush,Indica,0.0231721481759416
lemon-ice,Sativa,0.0094382568055597
toxic,Hybrid,0.0033824328686396
tuna-og,Hybrid,0.0018512336499651
forbidden-fruit,Indica,0.2378131716239816
mag-landrace,Indica,0.0246729993019938
white-lsd,Sativa,0.0042873578122887
platinum-sour-diesel,Hybrid,0.0051067563130929
bright-fire,Indica,0.0009380319537826
galactica-og,Indica,0.002643042975658
blueberry-bomb,Hybrid,0.0008966481911157
tangie-sunrise,Hybrid,0.0015505116412524
electric-lemonade,Sativa,0.0048363823970027
jericho-haze,Sativa,0.0004745338119135
platinum-calyx,Hybrid,0.0005048819045359
golden-calyx,Sativa,0.000242784740979
hades-og,Indica,0.0021326432360998
pia-collision,Sativa,0.0019864206080102
afghanimal,Indica,0.000485569481958
blizzard-bush,Hybrid,0.0020471167932549
blueberry-triple-og,Indica,0.0013601463329847
bodega-bubblegum,Hybrid,0.0111653391675242
bermuda-sour,Hybrid,0.0015781008163636
ghost-cookies,Hybrid,0.0058875299687414
stardawg-91,Indica,0.0016415559191195
banana-cream-og,Hybrid,0.0185813094374291
blood-orange-kush,Indica,0.0108811706638783
brain-candy,Hybrid,0.0028941044691704
the-loops,Indica,0.001144950767117
cackleberry,Hybrid,0.0029216936442817
diesel-glue,Hybrid,0.0010980491694278
northwest-pineapple,Hybrid,0.0003586592764462
gas-mask,Indica,0.0158996416166153
nuclear-cookies,Hybrid,0.0018374390624094
orange-kush-breath,Hybrid,0.0013684230855181
royal-tree-sherbet,Hybrid,0.0015174046311189
gabriel-sherbet,Hybrid,0.0005986850999141
gummo,Hybrid,0.0014567084458741
grape-dawg,Hybrid,0.0009104427786713
white-tahoe-cookies,Indica,0.06832735108053
the-wills,Hybrid,0.0003421057713795
sour-cherry-sherbert,Hybrid,0.0034210577137954
laughing-gas,Hybrid,0.0071180071787033
red-velvet-pie,Hybrid,0.0092920341774701
bright-moments,Hybrid,0.0005766137598251
burnt-cookies,Hybrid,0.0017684661246313
jacky-girl,Hybrid,0.0060365115143422
frosty-jesus,Hybrid,0.0005904083473808
sour-star-head,Sativa,0.0006317921100477
silver-calyx,Hybrid,0.0005379889146694
guava-gelato,Hybrid,0.015168528476167
mochi,Hybrid,0.0606768728221794
aloha-grape-stomper,Hybrid,0.000551783502225
purple-animal-cookies,Hybrid,0.008938892736046
bubba-berry,Indica,0.0023478388019676
cherry-fire,Hybrid,0.0008994071086268
caramel-kona-coffee-cookies,Hybrid,0.0013325571578735
godzilla-blood,Hybrid,0.0002041598958232
hawaiian-trinity,Hybrid,0.0001876063907565
sweet-hawaiian-tangie-banana,Hybrid,0.0
scroopy-noopers,Hybrid,0.0053992015692722
legend-of-nigeria,Sativa,0.0058709764636747
first-48,Hybrid,0.0005048819045359
strawberry-alien-kush,Hybrid,0.0010152816440941
seattlesoda,Hybrid,0.0029575595719263
og-1-kenobi,Indica,0.0032610404981501
sky-master,Sativa,0.0024278474097902
dr-quantum,Hybrid,0.0
martian-muffins,Indica,0.0031065411175271
3-bears-og,Indica,0.0062268768226098
afrodite,Hybrid,0.0006373099450699
amnesi-k-lemon,Sativa,0.0017905374647203
big-bull,Indica,0.0008138806657819
la-reina-de-africa,Sativa,0.0004552213893356
la-blanca,Hybrid,0.0047839629642913
karibbean-mango,Indica,0.0007807736556484
russian-doll,Sativa,0.000816639583293
skunk-plus,Indica,0.0002317490709345
thai-fantasy,Hybrid,0.0004359089667578
kritikal-k,Indica,0.0008331930883598
white-domina,Indica,0.0007255953054259
green-magic,Hybrid,0.0012828966426732
white-choco,Hybrid,0.0026485608106803
jorges-diamond,Indica,0.0015505116412524
blueberry-cookies,Hybrid,0.0333222056993718
pink-panties,Indica,0.0389972990197566
spk,Sativa,0.0261021185727567
tina,Indica,0.008916821395957
black-dog,Indica,0.0257186290387103
dreamcatcher,Hybrid,0.0087071436651115
horace,Sativa,0.0020029741130769
zelda,Hybrid,0.0022733480291672
gilz-nilz,Hybrid,0.0072559530542596
summer-breeze,Hybrid,0.0020029741130769
biker-kush,Indica,0.0098603711847619
lucifer-og,Indica,0.0009904513864939
nukeheads,Hybrid,0.0015781008163636
american-beauty,Indica,0.0004883283994691
wabanaki,Sativa,0.0024995792650795
river-song,Hybrid,0.0005766137598251
blue-j,Sativa,0.0008994071086268
true-face,Hybrid,0.0002565793285346
the-vision,Hybrid,0.0071069715086588
black-cheese,Indica,0.0010594243242721
999,Indica,0.0011118437569835
foul-mouth,Indica,0.0034707182289956
pinkman-goo,Indica,0.0161175960999942
mimosa,Hybrid,0.3822397444138817
magellan,Hybrid,0.0003614181939574
sidetracked,Hybrid,0.0003200344312905
heatwave,Hybrid,0.0029216936442817
boss-og,Hybrid,0.0115736589591707
confidential-cookies,Indica,0.0008442287584043
bootylicious,Hybrid,0.0084450465015546
sizzurp,Hybrid,0.0043839199251781
trueberry,Indica,0.0018346801448983
cbd-og,Hybrid,0.0036417711146854
blue-iguana,Hybrid,0.0013739409205404
22,Hybrid,0.0051508989932709
snow-goddess,Hybrid,0.0052226308485602
star-pupil,Hybrid,0.0038900736906867
pan-jam,Hybrid,0.002091259473433
la-blanca-gold,Indica,0.0007918093256929
bona-dea,Indica,0.0
marmalade,Hybrid,0.0114633022587257
high-noon-irish-cream,Hybrid,0.0008718179335156
the-real-mccoy,Hybrid,0.0008994071086268
pinewarp,Hybrid,0.00152016354863
trap-star,Indica,0.0064420723884776
peachy-mack,Hybrid,0.0007449077280038
chem-beyond-diesel-cbd,Hybrid,0.0004028019566242
sweet-pure-cbd,Hybrid,0.0010207994791163
ak-49,Sativa,0.0048584537370917
princess,Sativa,0.0076201301657281
durban-princess,Sativa,0.0029327293143262
grape-jelly,Hybrid,0.0150195469305663
california-love-og,Hybrid,0.001696734269342
gorilla-girl,Hybrid,0.0086712777374669
sweet-amnesia-haze,Sativa,0.0021160897310331
tangie-cookies,Sativa,0.0166086834169745
malawi-gold,Sativa,0.0073359616620822
starman,Hybrid,0.0002179544833789
city-of-god,Hybrid,0.0010677010768055
chocolate-glue,Indica,0.0021298843185887
chocolate-lava,Hybrid,0.0026568375632136
carpet-tape,Hybrid,0.0010318351491608
pheno-51,Hybrid,0.0112260353527689
buddhas-tooth,Sativa,0.0
dark-shadow-haze,Hybrid,0.003589351681974
gorilla-snacks,Hybrid,0.0148181459522541
champagne-diesel,Hybrid,0.0009187195312047
mountain-girl-x-grape-ape,Hybrid,0.0001517404631118
slice-of-heaven,Hybrid,0.0
nanas-fix,Hybrid,0.0009490676238271
banjo,Hybrid,0.0234811469371877
donkey-butter,Indica,0.0398773937058055
chocolate-skunk,Sativa,0.0021629913287222
dream-machine,Hybrid,0.0012139237048951
jah-goo,Indica,0.0083153773785317
lemon-zest,Sativa,0.0056116382176289
california-limes,Sativa,0.0009049249436491
nectarine-lips,Sativa,0.0011311561795613
fruit-crusher,Hybrid,0.0014263603532517
lambs-in-space,Hybrid,0.0
humboldt-hawaiian,Hybrid,0.0
deadlights,Hybrid,0.0024747490074794
the-boss,Hybrid,0.0011918523648061
perfect-purple,Hybrid,0.0001820885557342
lime-tart,Indica,0.0010373529841831
blue-wolf,Sativa,0.0013380749928957
chef-kush,Indica,0.0009297552012492
wolfberry,Hybrid,0.000640068862581
jacks-dragon-girl-7,Hybrid,0.0
black-lotus,Hybrid,0.0014898154560076
sky-lotus,Hybrid,0.0018208855573427
honey-lemon-cheese,Hybrid,0.0013794587555626
deep-breath,Hybrid,0.0028968633866816
alien-breath,Hybrid,0.0035258965792181
faded-glory,Sativa,0.0001517404631118
blackberry-cobbler,Hybrid,0.0017546715370757
monkey-thunder,Hybrid,0.0013160036528067
tangie-biscotti,Hybrid,0.0081746725854643
mystery-jazz,Hybrid,0.0006428277800922
tarmonster,Hybrid,0.0
pineapple-mayhem,Hybrid,0.0003421057713795
canna-wreck,Sativa,0.0005462656672028
loud-lemonade,Hybrid,0.0
apollo-haze,Hybrid,0.001542234888719
orangutang,Hybrid,0.0046818830163796
og-purple-fire-thai,Hybrid,0.0008773357685378
bloodwalker,Hybrid,0.0034872717340624
la-cake,Hybrid,0.025426183782531
berries--crme,Indica,0.0033162188483726
monkey-bread-1,Indica,0.0025906235429466
sweet-jesus,Sativa,0.0012497896325397
mazari,Indica,0.0006207564400032
eagle-bill,Hybrid,0.0003807306165352
amnesia-og,Sativa,0.0039535287934426
ghost-rider-og,Indica,0.0049301855923809
karmarado-og,Indica,0.0009904513864939
karma-og,Hybrid,0.0019533135978767
road-dawg,Hybrid,0.0099321030400512
sour-power-og,Hybrid,0.0050212298702481
kashmir-kush,Indica,0.0145615666237195
gdp-electric,Hybrid,0.0006731758727145
kailua-pua,Hybrid,0.0
gelato-33,Hybrid,0.1681229152929556
hawaiian-duckfoot,Indica,0.0011366740145836
mauna-kea-white-fire-og,Hybrid,0.0003779716990241
mendo-queen,Hybrid,0.000198642060801
brian-berry-honey-lemon,Hybrid,0.0003807306165352
goat-head,Hybrid,0.0005048819045359
mighty-glue,Hybrid,0.0016636272592085
rise-n-shine,Hybrid,0.0015256813836523
strawberry-blonde,Sativa,0.0039259396183313
cherry-mender,Indica,0.0004055608741354
humdinger-og,Indica,0.0006262742750254
moon-walk,Indica,0.0015394759712079
mountain-thunder,Sativa,0.0018815817425874
blue-raspberry-snow-cone,Hybrid,0.0066296787792341
blackberry-snow-cone,Indica,0.000331070101335
orange-snow-cone,Hybrid,0.0005435067496916
strawberry-snow-cone,Hybrid,0.0026264894705913
astral-works,Hybrid,0.0016691450942308
bleugenius,Hybrid,0.0009297552012492
placenta,Indica,0.0
agape,Sativa,0.0004607392243579
wakanda-og,Hybrid,0.0030541216848157
mother-of-all-cherries,Indica,0.0017960552997425
gmo-cookies,Indica,0.2852472403927595
white-castle,Hybrid,0.0051978005909601
ogkb,Hybrid,0.0601802676701769
truffula-tree,Hybrid,0.0014456727758296
california-sour-diesel,Hybrid,0.0025575165328131
don-carlos,Hybrid,0.0030099790046377
humboldt-sour-diesel,Hybrid,0.0014953332910299
mango-sherbert,Hybrid,0.0084395286665323
white-ice,Hybrid,0.0032444869930833
fruity-juice,Hybrid,0.0013766998380515
punto-rojo-tierra-adentro,Sativa,0.0021243664835665
lemon-banana-sherbet,Hybrid,0.0062572249152322
wheres-my-bike,Hybrid,0.0111874105076132
death-by-cake-og,Hybrid,0.0041080281740656
mendo-supremo,Hybrid,0.0001655350506675
roz,Hybrid,0.0177895001117361
cloudcap,Hybrid,0.0001600172156452
destar-bx,Hybrid,0.0
birds-of-paradise,Hybrid,0.0029934254995709
carmel-cough,Hybrid,0.0007090418003592
cherry-vanilla-cookies,Hybrid,0.0032113799829498
crocketts-haze,Hybrid,0.0015698240638303
the-original-lemonnade,Hybrid,0.0318930864286088
the-lime,Hybrid,0.0079953429472412
lemonchello-28,Hybrid,0.0573165112936288
chuck-og,Hybrid,0.0026513197281914
divina-obscura,Hybrid,0.0
banana-split,Hybrid,0.0316999622028301
lil-sebastian,Hybrid,0.0009766567989383
keystone-kush,Hybrid,0.0001407047930673
punxsy-punch,Hybrid,0.0002289901534234
mystery-98,Hybrid,0.0024057760697012
rocket-fuel,Hybrid,0.024741972239772
sunset,Indica,0.0330876977109261
ocean-view,Sativa,0.0027947834387699
moonbeam,Indica,0.0028334082839257
palm-tree-cbd,Indica,0.0021491967411666
powderhound,Sativa,0.0022429999365448
kerosene,Sativa,0.0034734771465067
queen-mother-goji,Indica,0.0080312088748858
stinky-pete,Hybrid,0.0028085780263255
super-sour-lemon,Hybrid,0.0028885866341482
animal-blues,Hybrid,0.0022705891116561
american-pie,Hybrid,0.0058764942986969
jack-of-spades,Hybrid,0.0003145165962682
grandma-andersons-cookies,Hybrid,0.0012497896325397
dream-girl,Hybrid,0.0009518265413382
lemon-sorbet-3,Hybrid,0.0098245052571173
kerala,Sativa,0.0012608253025842
ketama,Indica,0.0023533566369899
ramses,Hybrid,0.0
ghetto-bird,Hybrid,0.0014925743735188
huckleberry-cough,Hybrid,0.0013546284979625
huckleberry-diesel,Hybrid,0.0014070479306739
ice-cream-cake,Indica,0.4373408449460769
cadillac-cookies,Indica,0.0016029310739638
russian-roulette,Indica,0.000463498141869
pacific-frost,Hybrid,0.0011394329320947
bazooka-joe-g,Hybrid,0.0037548867326415
black-out,Hybrid,0.0020967773084552
citrus-rush,Hybrid,0.0012056469523617
designer-og,Hybrid,0.0041632065242881
diesel-dough,Hybrid,0.0041107870915767
dirt-nap,Hybrid,0.0008580233459599
banana-hammock-r1,Indica,0.0196159035041011
colin-og-s1,Hybrid,0.0049412212624254
member-berry,Hybrid,0.0839511009460328
mandarin-cookies,Hybrid,0.0845856519735916
biohazard,Hybrid,0.0035727981769073
face-on-fire,Hybrid,0.0046322225011794
marionberry-pie,Hybrid,0.0
chocolate-cheesecake,Hybrid,0.0004745338119135
sage-walker,Hybrid,0.0
mexican-kush,Hybrid,0.0005848905123585
mozambique-poison,Hybrid,0.0001434637105785
willie-berrie,Hybrid,0.0
willies-ghost,Hybrid,0.0
fauxsido,Hybrid,0.0001627761331563
face-off-bx2,Hybrid,0.0
duct-tape,Hybrid,0.0530374302338734
french-bread,Indica,0.0014649851984075
grape-vine,Hybrid,0.0022816247817006
banana-bread,Hybrid,0.0079070575868852
guava-dub-star,Hybrid,0.0002096777308455
high-five,Hybrid,0.0010373529841831
hazmat-og,Hybrid,0.004182518946866
holy-roller,Hybrid,0.0086630009849335
heavenly-og,Hybrid,0.0013491106629402
tachllta-till,Hybrid,0.0
red-rhino,Hybrid,0.001365664168007
black-label,Hybrid,0.001785019629698
purple-killer,Indica,0.0009876924689828
citral-glue,Hybrid,0.017061145888799
forum-cut-cookies,Hybrid,0.0208574163841075
csg,Hybrid,0.0009904513864939
high-school-sweetheart,Hybrid,0.0107459837058331
prevention,Indica,0.0005379889146694
bog-blue-kush,Indica,0.0
apollo-13-haze,Hybrid,0.0
cindy-haze,Hybrid,0.0
bog-sour-grape,Indica,0.0
magnum-opus,Hybrid,0.0017243234444533
sour-lifesavers,Hybrid,0.002797542356281
sour-strawberry,Hybrid,0.0079732716071522
sweet--sour-cindy,Hybrid,0.0004938462344914
sweet-cindy,Hybrid,0.0010456297367165
tropicana-cookies,Sativa,0.127473024684035
mandarin-sunset,Indica,0.0198448936575245
mandarin-dreams,Hybrid,0.0250620066710625
ghostbreath,Hybrid,0.0053743713116721
citral-skunk,Hybrid,0.0031975853953942
super-glu,Hybrid,0.0015698240638303
sunny-d,Hybrid,0.0102852444814752
mandarin-zkittlez,Hybrid,0.0055454241973619
citradelic-sunset,Hybrid,0.0153864829595459
pb-souffl,Hybrid,0.0078298078965737
wedding-crasher,Hybrid,0.206805697716444
mac,Hybrid,0.2828994015907918
hindu-sour,Hybrid,0.0011918523648061
peach-crescendo-f-1,Hybrid,0.0099707278852069
white-dawg-fire-og,Hybrid,0.0005766137598251
king-thunder-fuck,Hybrid,0.0006124796874698
sapphire-cherries,Hybrid,0.0
crumbled-lime,Sativa,0.003302424260817
formula-one,Hybrid,0.0031120589525493
old-dirty-biker,Hybrid,0.0013711820030292
sorbetto,Hybrid,0.0033382901884616
mag-91,Hybrid,0.0004524624718245
white-harmony,Hybrid,0.0014125657656961
corleone-kush---the-don-cut,Hybrid,0.0009463087063159
dons-ghost,Hybrid,0.0
ol-betsy,Hybrid,0.0012856555601844
coyote-art,Hybrid,0.0004165965441799
caramel-cake,Hybrid,0.0015808597338748
quad-dawg,Hybrid,0.0011752988597393
gluechee,Hybrid,0.0021105718960108
alion,Hybrid,0.0005821315948474
dragon-punch,Hybrid,0.0008800946860489
purple-glue,Hybrid,0.0060889309470536
testarossa,Hybrid,0.0003862484515575
cookies-haze,Sativa,0.0026761499857915
the-forbidden-candy,Hybrid,0.0030017022521043
white-cherry-truffle,Hybrid,0.0055067993522061
m1-56,Hybrid,0.0011035670044501
spiked-punch,Hybrid,0.0057357895056295
sweeties,Hybrid,0.012657913541043
mike-larry,Hybrid,0.0089526873236017
afghani-krush,Hybrid,0.0
doc-holliday,Hybrid,0.0029961844170821
peach-puree,Hybrid,0.001387735508096
mandarin-tk,Hybrid,0.0040059482261539
mandarin-jack,Hybrid,0.0016360380840973
inzane-in-the-membrane,Sativa,0.0182226501609828
cali-dragon,Hybrid,0.0016801807642753
animal-gas,Hybrid,0.0027423640060585
harambe,Hybrid,0.0032251745705055
dosi-woah-r1,Hybrid,0.0059702974940752
ethos-apex,Hybrid,0.0095789615986271
grandpas-stash,Hybrid,0.0214423068964661
chardonnay,Hybrid,0.0008249163358264
orange-harambe,Hybrid,0.0013960122606294
og-lime-killer,Hybrid,0.0056861289904293
early-glue-rbx1,Hybrid,0.0028913455516593
ethos-hash-plant-bx1,Hybrid,0.0011283972620502
forbidden-zkittlez,Hybrid,0.0132814288985573
cherry-wine,Hybrid,0.018206096655916
headband-cookies-bx1,Hybrid,0.0015339581361856
trophy-wife,Hybrid,0.0081360477403086
bubble-bomb,Hybrid,0.0019753849379657
atomic-bomb,Hybrid,0.0025740700378799
big-bomb,Hybrid,0.0008552644284488
f-13,Hybrid,0.0010897724168945
blue-dream-cbd,Hybrid,0.0080974228951528
green-crack-cbd,Hybrid,0.0023588744720121
amherst-sour-diesel,Hybrid,0.0082933060384427
707-truthband,Hybrid,0.0031975853953942
blue-fire,Hybrid,0.0043287415749556
bubba-cheese-auto,Hybrid,0.0007587023155594
bubba-kush-20,Hybrid,0.0008800946860489
chocolate-mint-og,Hybrid,0.0258979586769335
desert-diesel,Hybrid,0.0015477527237413
gorilla-breath,Hybrid,0.0171632258367107
dr-greenthumbs-em-dog,Hybrid,0.0021960983388557
lemon-garlic-og,Hybrid,0.0152099122388339
lemon-kush-headband,Hybrid,0.0053771302291832
lemon-thai-kush,Hybrid,0.00281961369637
mango-sapphire,Hybrid,0.0083043417084872
lost-coast-hash-plant,Hybrid,0.0012194415399173
altoyd,Hybrid,0.0
cookie-puss,Hybrid,0.0016663861767197
golden-healing,Hybrid,0.0
strawberry-shortcake,Indica,0.0444737502793404
sundae-driver,Hybrid,0.2539142142189091
frosted-cherry-cookies,Hybrid,0.0115819357117041
pie-hoe,Hybrid,0.0212684950932652
grape-candy,Hybrid,0.0025851057079244
gnome-walker,Hybrid,0.0
egyptian-musk,Hybrid,0.0002345079884456
leia-kush,Hybrid,0.0
quiver-killer-kush,Hybrid,0.001277378807651
fuzzy-navel,Hybrid,0.0008469876759154
lemon-cookies,Hybrid,0.0222037681295366
purple-pie,Hybrid,0.0051702114158488
granola-funk,Hybrid,0.0075787464030612
comfortably-dumb,Hybrid,0.0025464808627686
vixen,Hybrid,0.0022705891116561
candy-apple,Hybrid,0.0087126615001338
huckleberries,Hybrid,0.0005214354096026
safety-meeting,Hybrid,0.0032306924055277
