,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,name,param_knn__n_neighbors,param_knn__weights,param_C,param_penalty,param_solver,param_lr__C,param_lr__penalty,param_lr__solver,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_mlp__activation,param_mlp__alpha,param_mlp__hidden_layer_sizes,param_mlp__learning_rate,param_max_features,param_min_samples_split,param_n_estimators,param_rf__max_features,param_rf__min_samples_split,param_rf__n_estimators,param_decision_function_shape,param_degree,param_gamma,param_kernel,param_svc__C,param_svc__decision_function_shape,param_svc__degree,param_svc__gamma,param_svc__kernel,model,norm_data,SS,Name,train_acc,val_acc,test_acc,train_f1,val_f1,test_f1,mean_val_test_acc,mean_val_test_f1
56,0.2187455177307128,0.0027508013341039,0.0515920162200927,0.0012834381358095,,,"{'C': 10, 'decision_function_shape': 'ovo', 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}",0.6611570247933886,0.6837606837606838,0.59375,0.6722689075630253,0.711864406779661,0.6645602045793517,0.0392210064978354,5,svc_norm_param_tuning,,,10.0,,,,,,,,,,,,,,,,,,,,ovo,3.0,auto,poly,,,,,,svc,True,False,SVC_ND,1.0,0.5967741935483871,1.0,1.0,0.6212121212121211,1.0,0.7983870967741935,0.8106060606060606
60,0.2222524166107177,0.0018166717840547,0.0516219615936279,0.0008355770249558,,,"{'C': 50, 'decision_function_shape': 'ovo', 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.6559999999999999,0.7058823529411766,0.5909090909090909,0.6776859504132231,0.7049180327868853,0.6670790854100752,0.0423664945226152,1,svc_norm_param_tuning,,,50.0,,,,,,,,,,,,,,,,,,,,ovo,3.0,scale,poly,,,,,,svc,True,False,SVC_ND,1.0,0.5887096774193549,1.0,1.0,0.6165413533834587,1.0,0.7943548387096775,0.8082706766917294
61,0.223168134689331,0.0003801889076882,0.0540114402770996,0.0002138857099469,,,"{'svc__C': 50, 'svc__decision_function_shape': 'ovr', 'svc__degree': 3, 'svc__gamma': 'auto', 'svc__kernel': 'poly'}",0.6762589928057553,0.6176470588235294,0.647887323943662,0.7058823529411763,0.6923076923076923,0.667996684164363,0.0317303826013657,5,svc_norm_standard_scaler_param_tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,ovr,3.0,auto,poly,svc,True,True,SVC_SS_ND,1.0,0.5887096774193549,1.0,1.0,0.6165413533834587,1.0,0.7943548387096775,0.8082706766917294
59,0.21985764503479,0.0014966179366013,0.0512482643127441,0.0006491789403941,,,"{'C': 50, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.6559999999999999,0.7058823529411766,0.5909090909090909,0.6776859504132231,0.7049180327868853,0.6670790854100752,0.0423664945226152,1,svc_norm_param_tuning,,,50.0,,,,,,,,,,,,,,,,,,,,ovr,3.0,scale,poly,,,,,,svc,True,False,SVC_ND,1.0,0.5887096774193549,1.0,1.0,0.6165413533834587,1.0,0.7943548387096775,0.8082706766917294
30,0.0012290477752685,9.708737103475168e-05,0.0050287723541259,0.0001770192299213,3.0,distance,"{'n_neighbors': 3, 'weights': 'distance'}",0.6029411764705882,0.6428571428571429,0.6567164179104479,0.6376811594202899,0.6178861788617885,0.6316164151040515,0.0189943882390351,4,knn_norm_param_tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,True,False,KNN_ND,1.0,0.5645161290322581,1.0,1.0,0.6142857142857143,1.0,0.782258064516129,0.8071428571428572
49,0.007386827468872,0.0004942574500832,0.0061366081237792,0.0003210922216452,,,"{'knn__n_neighbors': 3, 'knn__weights': 'distance'}",0.6277372262773723,0.6521739130434783,0.6515151515151516,0.6764705882352942,0.6885245901639344,0.6592842938470461,0.0212438141749051,3,knn_norm_standard_scaler_param_tuning,3.0,distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,True,True,KNN_SS_ND,1.0,0.5645161290322581,1.0,1.0,0.6142857142857143,1.0,0.782258064516129,0.8071428571428572
42,0.5478740215301514,0.0493344221933742,0.002023696899414,0.0004550671380029,,,"{'mlp__activation': 'relu', 'mlp__alpha': 1e-06, 'mlp__hidden_layer_sizes': (50, 10), 'mlp__learning_rate': 'invscaling'}",0.6534653465346535,0.6105263157894737,0.6274509803921569,0.6451612903225806,0.7184466019417476,0.6510101069961225,0.0368290306824081,4,mlp_norm_standard_scaler_param_tuning,,,,,,,,,,,,,relu,1e-06,"(50, 10)",invscaling,,,,,,,,,,,,,,,,mlp,True,True,MLP_SS_ND,1.0,0.6693548387096774,1.0,1.0,0.6019417475728156,1.0,0.8346774193548387,0.8009708737864079
15,0.6847149848937988,0.0290901661938808,0.0019538879394531,0.0005922923579202,,,"{'activation': 'relu', 'alpha': 1e-06, 'hidden_layer_sizes': (50, 10), 'learning_rate': 'invscaling'}",0.5714285714285714,0.5625000000000001,0.5806451612903226,0.5934065934065934,0.5918367346938774,0.579963412163873,0.0118319395069432,1,mlp_norm_param_tuning,,,,,,,,,relu,1e-06,"(50, 10)",invscaling,,,,,,,,,,,,,,,,,,,,mlp,True,False,MLP_ND,1.0,0.6693548387096774,1.0,1.0,0.6019417475728156,1.0,0.8346774193548387,0.8009708737864079
41,0.5656713008880615,0.0976480233731117,0.0020058631896972,0.000589942103483,,,"{'mlp__activation': 'relu', 'mlp__alpha': 1e-06, 'mlp__hidden_layer_sizes': (50, 10), 'mlp__learning_rate': 'constant'}",0.6534653465346535,0.6105263157894737,0.6274509803921569,0.6451612903225806,0.7184466019417476,0.6510101069961225,0.0368290306824081,4,mlp_norm_standard_scaler_param_tuning,,,,,,,,,,,,,relu,1e-06,"(50, 10)",constant,,,,,,,,,,,,,,,,mlp,True,True,MLP_SS_ND,1.0,0.6693548387096774,1.0,1.0,0.6019417475728156,1.0,0.8346774193548387,0.8009708737864079
17,0.7046718120574951,0.0532051541981842,0.0116004467010498,0.0193712691790412,,,"{'activation': 'relu', 'alpha': 1e-06, 'hidden_layer_sizes': (50, 10), 'learning_rate': 'constant'}",0.5714285714285714,0.5625000000000001,0.5806451612903226,0.5934065934065934,0.5918367346938774,0.579963412163873,0.0118319395069432,1,mlp_norm_param_tuning,,,,,,,,,relu,1e-06,"(50, 10)",constant,,,,,,,,,,,,,,,,,,,,mlp,True,False,MLP_ND,1.0,0.6693548387096774,1.0,1.0,0.6019417475728156,1.0,0.8346774193548387,0.8009708737864079
13,0.0689542770385742,0.0046010697865126,0.0012267589569091,0.0004159071061084,,,"{'C': 0.5, 'penalty': 'l1', 'solver': 'liblinear'}",0.5283018867924528,0.5436893203883495,0.5434782608695652,0.5544554455445545,0.5263157894736842,0.5392481406137213,0.0105446317826433,2,lr_norm_param_tuning,,,0.5,l1,liblinear,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,True,False,LR_ND,0.9983818770226537,0.6532258064516129,0.9983818770226537,0.9980119284294234,0.5473684210526316,0.9980119284294234,0.8258038417371333,0.7726901747410275
70,0.1756712436676025,0.0016949968732693,0.0427299499511718,0.0006436987551338,,,"{'C': 1, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.7096774193548386,0.6833333333333333,0.5826771653543308,0.706896551724138,0.6880000000000001,0.6741168939533282,0.0468571537441395,3,svc_param_tuning,,,1.0,,,,,,,,,,,,,,,,,,,,ovr,3.0,scale,poly,,,,,,svc,False,False,SVC,0.8915857605177994,0.6370967741935484,0.8915857605177994,0.882249560632689,0.6564885496183205,0.882249560632689,0.7643412673556739,0.7693690551255048
71,0.1722878932952881,0.0021823918844402,0.0419256210327148,0.0009031286133878,,,"{'C': 1, 'decision_function_shape': 'ovo', 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.7096774193548386,0.6833333333333333,0.5826771653543308,0.706896551724138,0.6880000000000001,0.6741168939533282,0.0468571537441395,3,svc_param_tuning,,,1.0,,,,,,,,,,,,,,,,,,,,ovo,3.0,scale,poly,,,,,,svc,False,False,SVC,0.8915857605177994,0.6370967741935484,0.8915857605177994,0.882249560632689,0.6564885496183205,0.882249560632689,0.7643412673556739,0.7693690551255048
5,4.093016195297241,0.0133990341429555,0.0012115955352783,0.0001287955965782,,,"{'C': 10, 'penalty': 'l2', 'solver': 'saga'}",0.52,0.4897959183673469,0.5957446808510639,0.5,0.4631578947368421,0.5137396987910506,0.0449101576463845,1,lr_param_tuning,,,10.0,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,False,False,LR,1.0,0.5725806451612904,1.0,1.0,0.5046728971962616,1.0,0.7862903225806452,0.7523364485981308
6,4.066091632843017,0.0161804468400611,0.0017427921295166,0.001166679993925,,,"{'C': 10, 'penalty': None, 'solver': 'saga'}",0.52,0.4897959183673469,0.5957446808510639,0.5,0.4631578947368421,0.5137396987910506,0.0449101576463845,1,lr_param_tuning,,,10.0,,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,False,False,LR,1.0,0.5725806451612904,1.0,1.0,0.5046728971962616,1.0,0.7862903225806452,0.7523364485981308
7,5.603564500808716,0.0444535083727692,0.0012985229492187,0.0001611726946991,,,"{'C': 50, 'penalty': 'l1', 'solver': 'saga'}",0.52,0.4897959183673469,0.5957446808510639,0.5,0.4631578947368421,0.5137396987910506,0.0449101576463845,1,lr_param_tuning,,,50.0,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,False,False,LR,1.0,0.5725806451612904,1.0,1.0,0.5046728971962616,1.0,0.7862903225806452,0.7523364485981308
8,4.054321432113648,0.0302799338289069,0.0032267093658447,0.0039332698405007,,,"{'C': 1, 'penalty': 'l2', 'solver': 'saga'}",0.52,0.4897959183673469,0.5957446808510639,0.5,0.4631578947368421,0.5137396987910506,0.0449101576463845,1,lr_param_tuning,,,1.0,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,False,False,LR,1.0,0.5725806451612904,1.0,1.0,0.5046728971962616,1.0,0.7862903225806452,0.7523364485981308
9,4.049915504455567,0.0211745894241906,0.0032951831817626,0.0039063308612456,,,"{'C': 50, 'penalty': 'l2', 'solver': 'saga'}",0.52,0.4897959183673469,0.5957446808510639,0.5,0.4631578947368421,0.5137396987910506,0.0449101576463845,1,lr_param_tuning,,,50.0,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,False,False,LR,1.0,0.5725806451612904,1.0,1.0,0.5046728971962616,1.0,0.7862903225806452,0.7523364485981308
33,6.99253511428833,0.1549515286010514,0.004985237121582,0.0024534751033766,,,"{'lr__C': 0.5, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.6476190476190475,0.6153846153846153,0.6000000000000001,0.6391752577319586,0.6666666666666666,0.6337691174804576,0.023586601588371,3,lr_standard_scaler_param_tuning,,,,,,0.5,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,lr,False,True,LR_SS,1.0,0.5725806451612904,1.0,1.0,0.5046728971962616,1.0,0.7862903225806452,0.7523364485981308
38,0.1266725063323974,0.004721720069686,0.0013686656951904,0.0003349095780137,,,"{'lr__C': 0.1, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.6324786324786325,0.6181818181818183,0.6363636363636364,0.5961538461538461,0.6972477064220184,0.6360851279199903,0.033671890794568,1,lr_standard_scaler_param_tuning,,,,,,0.1,l2,liblinear,,,,,,,,,,,,,,,,,,,,,,,,lr,False,True,LR_SS,1.0,0.5645161290322581,1.0,1.0,0.5,1.0,0.782258064516129,0.75
28,0.1685331344604492,0.0041662540745825,0.0015036582946777,0.0006566778535688,,,"{'lr__C': 50, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.631578947368421,0.6111111111111112,0.6422018348623854,0.6019417475728155,0.6666666666666666,0.6307000615162799,0.0229670525550716,5,lr_standard_scaler_param_tuning,,,,,,50.0,l2,liblinear,,,,,,,,,,,,,,,,,,,,,,,,lr,False,True,LR_SS,1.0,0.5645161290322581,1.0,1.0,0.5,1.0,0.782258064516129,0.75
29,0.1584787845611572,0.0054199186359262,0.0014774322509765,0.000579121690949,,,"{'lr__C': 10, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.631578947368421,0.6000000000000001,0.6481481481481481,0.6019417475728155,0.6727272727272727,0.6308792231633316,0.0277159468650198,4,lr_standard_scaler_param_tuning,,,,,,10.0,l2,liblinear,,,,,,,,,,,,,,,,,,,,,,,,lr,False,True,LR_SS,1.0,0.5645161290322581,1.0,1.0,0.5,1.0,0.782258064516129,0.75
77,0.181910228729248,0.0032667634376101,0.0444690227508544,0.001354016861689,,,"{'C': 0.5, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.6929133858267715,0.7086614173228346,0.5954198473282442,0.7096774193548386,0.6821705426356589,0.6777685224936695,0.0424325290738889,1,svc_param_tuning,,,0.5,,,,,,,,,,,,,,,,,,,,ovr,3.0,scale,poly,,,,,,svc,False,False,SVC,0.8446601941747572,0.6370967741935484,0.8446601941747572,0.8394648829431438,0.6564885496183205,0.8394648829431438,0.7408784841841528,0.7479767162807321
78,0.1818540573120117,0.0010743119628789,0.0439470767974853,0.0005850869771288,,,"{'C': 0.5, 'decision_function_shape': 'ovo', 'degree': 3, 'gamma': 'scale', 'kernel': 'poly'}",0.6929133858267715,0.7086614173228346,0.5954198473282442,0.7096774193548386,0.6821705426356589,0.6777685224936695,0.0424325290738889,1,svc_param_tuning,,,0.5,,,,,,,,,,,,,,,,,,,,ovo,3.0,scale,poly,,,,,,svc,False,False,SVC,0.8446601941747572,0.6370967741935484,0.8446601941747572,0.8394648829431438,0.6564885496183205,0.8394648829431438,0.7408784841841528,0.7479767162807321
14,2.135357666015625,0.0972368999657738,0.0017324924468994,0.0007986618658081,,,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga'}",0.5148514851485149,0.5252525252525252,0.5567010309278351,0.5656565656565656,0.5416666666666667,0.5408256547304214,0.0189023218421091,1,lr_norm_param_tuning,,,0.1,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,True,False,LR_ND,1.0,0.5887096774193549,1.0,1.0,0.495049504950495,1.0,0.7943548387096775,0.7475247524752475
22,7.643424129486084,0.0930437291939717,0.0025630474090576,0.0016043020927279,,,"{'lr__C': 10, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.5490196078431373,0.5871559633027523,0.6095238095238096,0.5940594059405941,0.5882352941176471,0.5855988161455881,0.0199569591432542,3,lr_norm_standard_scaler_param_tuning,,,,,,10.0,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,lr,True,True,LR_SS_ND,1.0,0.5887096774193549,1.0,1.0,0.495049504950495,1.0,0.7943548387096775,0.7475247524752475
4,1.1872781276702882,0.7436778581062975,0.0019449710845947,0.0004830272246344,,,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive'}",0.4444444444444445,0.4528301886792452,0.4301075268817204,0.5,0.5517241379310344,0.4758212595872888,0.0446064965149557,1,mlp_param_tuning,,,,,,,,,relu,0.0001,"(100,)",adaptive,,,,,,,,,,,,,,,,,,,,mlp,False,False,MLP,0.9967637540453075,0.6209677419354839,0.9967637540453075,0.996031746031746,0.49462365591397855,0.996031746031746,0.8088657479903957,0.7453277009728623
2,1.1049654483795166,0.7757896627171954,0.0014087200164794,3.420873774087856e-05,,,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'invscaling'}",0.4444444444444445,0.4528301886792452,0.4301075268817204,0.5,0.5517241379310344,0.4758212595872888,0.0446064965149557,1,mlp_param_tuning,,,,,,,,,relu,0.0001,"(100,)",invscaling,,,,,,,,,,,,,,,,,,,,mlp,False,False,MLP,0.9967637540453075,0.6209677419354839,0.9967637540453075,0.996031746031746,0.49462365591397855,0.996031746031746,0.8088657479903957,0.7453277009728623
1,1.052138328552246,0.602232176233763,0.0014605998992919,0.000101389350207,,,"{'activation': 'relu', 'alpha': 1e-06, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant'}",0.4444444444444445,0.4466019417475728,0.4301075268817204,0.495049504950495,0.5517241379310344,0.4735855111910534,0.0447973167222312,4,mlp_param_tuning,,,,,,,,,relu,1e-06,"(100,)",constant,,,,,,,,,,,,,,,,,,,,mlp,False,False,MLP,0.9967637540453075,0.6209677419354839,0.9967637540453075,0.996031746031746,0.49462365591397855,0.996031746031746,0.8088657479903957,0.7453277009728623
0,1.240244197845459,0.7289142891696423,0.002215576171875,0.001171095707015,,,"{'activation': 'relu', 'alpha': 1e-06, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive'}",0.4444444444444445,0.4466019417475728,0.4301075268817204,0.495049504950495,0.5517241379310344,0.4735855111910534,0.0447973167222312,4,mlp_param_tuning,,,,,,,,,relu,1e-06,"(100,)",adaptive,,,,,,,,,,,,,,,,,,,,mlp,False,False,MLP,0.9967637540453075,0.6209677419354839,0.9967637540453075,0.996031746031746,0.49462365591397855,0.996031746031746,0.8088657479903957,0.7453277009728623
3,1.058662223815918,0.6077366933064616,0.0017263412475585,0.000274094418547,,,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant'}",0.4444444444444445,0.4528301886792452,0.4301075268817204,0.5,0.5517241379310344,0.4758212595872888,0.0446064965149557,1,mlp_param_tuning,,,,,,,,,relu,0.0001,"(100,)",constant,,,,,,,,,,,,,,,,,,,,mlp,False,False,MLP,0.9967637540453075,0.6209677419354839,0.9967637540453075,0.996031746031746,0.49462365591397855,0.996031746031746,0.8088657479903957,0.7453277009728623
10,4.0518310546875,0.0212119202465175,0.0015355587005615,0.0003297698571871,,,"{'C': 1, 'penalty': 'l2', 'solver': 'saga'}",0.52,0.4999999999999999,0.5567010309278351,0.5510204081632654,0.5416666666666667,0.5338776211515535,0.0210510522021856,5,lr_norm_param_tuning,,,1.0,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,True,False,LR_ND,1.0,0.5806451612903226,1.0,1.0,0.48,1.0,0.7903225806451613,0.74
12,0.1246545791625976,0.0016818059981286,0.0011274814605712,0.0004271362101649,,,"{'C': 0.1, 'penalty': 'l2', 'solver': 'liblinear'}",0.5148514851485149,0.5102040816326531,0.5567010309278351,0.5656565656565656,0.5473684210526315,0.53895631688364,0.0223887275319662,3,lr_norm_param_tuning,,,0.1,l2,liblinear,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,True,False,LR_ND,1.0,0.5806451612903226,1.0,1.0,0.48,1.0,0.7903225806451613,0.74
20,4.071991586685181,0.00597893466332,0.0037504196166992,0.0041248247613014,,,"{'lr__C': 10, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.5631067961165048,0.574074074074074,0.5961538461538461,0.5825242718446602,0.6019417475728155,0.58356014715238,0.014183671437628,5,lr_norm_standard_scaler_param_tuning,,,,,,10.0,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,lr,True,True,LR_SS_ND,1.0,0.5806451612903226,1.0,1.0,0.48,1.0,0.7903225806451613,0.74
23,6.2887732028961185,0.1205325235028394,0.0022689342498779,0.0008548753887118,,,"{'lr__C': 50, 'lr__penalty': 'l1', 'lr__solver': 'saga'}",0.5631067961165048,0.574074074074074,0.5961538461538461,0.6019417475728155,0.5961538461538461,0.5862860620142173,0.0150083832238478,2,lr_norm_standard_scaler_param_tuning,,,,,,50.0,l1,saga,,,,,,,,,,,,,,,,,,,,,,,,lr,True,True,LR_SS_ND,1.0,0.5806451612903226,1.0,1.0,0.48,1.0,0.7903225806451613,0.74
21,4.07694640159607,0.0138825980235901,0.0038555145263671,0.0038283958091187,,,"{'lr__C': 1, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.5631067961165048,0.574074074074074,0.5961538461538461,0.5825242718446602,0.607843137254902,0.5847404250887973,0.0158158007797239,4,lr_norm_standard_scaler_param_tuning,,,,,,1.0,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,lr,True,True,LR_SS_ND,1.0,0.5806451612903226,1.0,1.0,0.48,1.0,0.7903225806451613,0.74
24,3.9845144748687744,0.1469127552844927,0.0022615909576416,0.0005520042170819,,,"{'lr__C': 0.5, 'lr__penalty': 'l2', 'lr__solver': 'saga'}",0.5686274509803922,0.574074074074074,0.6019417475728156,0.5825242718446602,0.607843137254902,0.5870021363453689,0.0153776098882595,1,lr_norm_standard_scaler_param_tuning,,,,,,0.5,l2,saga,,,,,,,,,,,,,,,,,,,,,,,,lr,True,True,LR_SS_ND,1.0,0.5806451612903226,1.0,1.0,0.48,1.0,0.7903225806451613,0.74
11,0.163503885269165,0.0062735492524962,0.0014745712280273,0.0002230552995209,,,"{'C': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.5148514851485149,0.5102040816326531,0.5567010309278351,0.5510204081632654,0.5416666666666667,0.534888734507787,0.0189355273697078,4,lr_norm_param_tuning,,,0.5,l2,liblinear,,,,,,,,,,,,,,,,,,,,,,,,,,,lr,True,False,LR_ND,1.0,0.5725806451612904,1.0,1.0,0.4752475247524752,1.0,0.7862903225806452,0.7376237623762376
37,0.0340280532836914,0.0044986545361955,0.0016371726989746,0.0003420717374722,,,"{'lr__C': 0.1, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.6213592233009708,0.6538461538461539,0.576923076923077,0.6250000000000001,0.7027027027027027,0.6359662313545809,0.0414563993514298,2,lr_standard_scaler_param_tuning,,,,,,0.1,l1,liblinear,,,,,,,,,,,,,,,,,,,,,,,,lr,False,True,LR_SS,1.0,0.532258064516129,1.0,1.0,0.46296296296296297,1.0,0.7661290322580645,0.7314814814814815
31,0.0017268657684326,0.0009256517495256,0.0468941211700439,0.0582094550779887,3.0,uniform,"{'n_neighbors': 3, 'weights': 'uniform'}",0.6029411764705882,0.6428571428571429,0.6567164179104479,0.6376811594202899,0.6178861788617885,0.6316164151040515,0.0189943882390351,4,knn_norm_param_tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,True,False,KNN_ND,0.7880258899676376,0.5645161290322581,0.7880258899676376,0.7876823338735818,0.6142857142857143,0.7876823338735818,0.6762710094999478,0.7009840240796481
48,0.0071742057800292,0.0007929461065272,0.0074012279510498,0.0007564743868243,,,"{'knn__n_neighbors': 3, 'knn__weights': 'uniform'}",0.6277372262773723,0.6521739130434783,0.6515151515151516,0.6764705882352942,0.6885245901639344,0.6592842938470461,0.0212438141749051,3,knn_norm_standard_scaler_param_tuning,3.0,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,True,True,KNN_SS_ND,0.7880258899676376,0.5645161290322581,0.7880258899676376,0.7876823338735818,0.6142857142857143,0.7876823338735818,0.6762710094999478,0.7009840240796481
62,0.0007606506347656,3.0736436464229415e-05,0.005861759185791,0.0001968768755838,10.0,uniform,"{'n_neighbors': 10, 'weights': 'uniform'}",0.6825396825396826,0.6412213740458015,0.6504065040650406,0.706896551724138,0.6608695652173914,0.6683867355184108,0.0236688203760754,1,knn_param_tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,False,False,KNN,0.7540453074433657,0.6129032258064516,0.7540453074433657,0.736111111111111,0.6470588235294118,0.736111111111111,0.6834742666249087,0.6915849673202614
84,0.0085679531097412,0.0005491865976592,0.0075002670288085,0.0005709581827123,,,"{'knn__n_neighbors': 10, 'knn__weights': 'uniform'}",0.6984126984126985,0.6717557251908396,0.6833333333333333,0.6666666666666666,0.6902654867256637,0.6820867820658403,0.0116575412469186,1,knn_standard_scaler_param_tuning,10.0,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,False,True,KNN_SS,0.7540453074433657,0.6129032258064516,0.7540453074433657,0.736111111111111,0.6470588235294118,0.736111111111111,0.6834742666249087,0.6915849673202614
51,0.0091906547546386,0.0008947293022606,0.0078389167785644,0.0006590164581829,,,"{'knn__n_neighbors': 5, 'knn__weights': 'uniform'}",0.6461538461538462,0.6511627906976744,0.6280991735537191,0.7222222222222223,0.6495726495726495,0.6594421364400224,0.032453824085888,3,knn_standard_scaler_param_tuning,5.0,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,False,True,KNN_SS,0.7621359223300971,0.5806451612903226,0.7621359223300971,0.7495741056218057,0.6285714285714286,0.7495741056218057,0.6713905418102099,0.6890727670966171
40,0.0007937431335449,5.128458453474607e-05,0.0070106506347656,0.0017497011080032,5.0,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",0.6466165413533834,0.5909090909090909,0.6065573770491803,0.7107438016528925,0.6837606837606838,0.6477174989450463,0.0451530485578904,5,knn_param_tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,False,False,KNN,0.7621359223300971,0.5806451612903226,0.7621359223300971,0.7495741056218057,0.6285714285714286,0.7495741056218057,0.6713905418102099,0.6890727670966171
46,0.0094531059265136,0.0008292527683066,0.0076493740081787,0.0002178031377655,,,"{'knn__n_neighbors': 15, 'knn__weights': 'uniform'}",0.6433566433566434,0.6438356164383562,0.652482269503546,0.6829268292682927,0.6559999999999999,0.6557202717133677,0.0144558916526353,5,knn_standard_scaler_param_tuning,15.0,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,False,True,KNN_SS,0.686084142394822,0.5806451612903226,0.686084142394822,0.6949685534591195,0.6486486486486487,0.6949685534591195,0.6333646518425723,0.6718086010538841
52,0.0008553981781005,7.823681606091215e-05,0.0071443080902099,0.0013849949346665,15.0,uniform,"{'n_neighbors': 15, 'weights': 'uniform'}",0.6338028169014084,0.6382978723404256,0.6567164179104479,0.71875,0.6720000000000002,0.6639134214304564,0.0306171351440027,3,knn_param_tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,False,False,KNN,0.686084142394822,0.5806451612903226,0.686084142394822,0.6949685534591195,0.6486486486486487,0.6949685534591195,0.6333646518425723,0.6718086010538841
34,0.0012103557586669,7.31227255656104e-05,0.0058964729309082,7.519233641796175e-05,5.0,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",0.6099290780141844,0.6438356164383562,0.6197183098591549,0.6187050359712231,0.6825396825396826,0.6349455445645203,0.0263274827597553,2,knn_norm_param_tuning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,True,False,KNN_ND,0.7055016181229773,0.5725806451612904,0.7055016181229773,0.7191358024691357,0.6241134751773051,0.7191358024691357,0.6390411316421338,0.6716246388232203
55,0.0068406105041503,0.0007246447494179,0.0069456100463867,0.0003220654323227,,,"{'knn__n_neighbors': 10, 'knn__weights': 'uniform'}",0.6474820143884892,0.6764705882352942,0.6323529411764706,0.6875,0.6782608695652174,0.6644132826730943,0.0209029382608905,2,knn_norm_standard_scaler_param_tuning,10.0,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,True,True,KNN_SS_ND,0.6941747572815534,0.5887096774193549,0.6941747572815534,0.7032967032967032,0.6382978723404256,0.7032967032967032,0.6414422173504541,0.6707972878185644
47,0.0075287342071533,0.0003739261224654,0.0078473091125488,0.0003262238475037,,,"{'knn__n_neighbors': 15, 'knn__weights': 'uniform'}",0.6068965517241379,0.6388888888888888,0.6338028169014085,0.7,0.7022900763358778,0.6563756667700625,0.0381437261764505,5,knn_norm_standard_scaler_param_tuning,15.0,uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,knn,True,True,KNN_SS_ND,0.6197411003236246,0.5887096774193549,0.6197411003236246,0.6628407460545194,0.6530612244897959,0.6628407460545194,0.6042253888714897,0.6579509852721577
