,fit_time,score_time,test_accuracy,test_f1
0,0.7454540729522705,0.005223989486694336,0.6923076923076923,0.6000000000000001
1,0.7501120567321777,0.005571126937866211,0.6923076923076923,0.5384615384615384
2,0.7631380558013916,0.005251169204711914,0.8461538461538461,0.823529411764706
3,0.7485780715942383,0.005113840103149414,0.6923076923076923,0.6000000000000001
4,0.7537548542022705,0.0056340694427490234,0.6923076923076923,0.5714285714285715
5,0.7504889965057373,0.005136966705322266,0.8205128205128205,0.7586206896551724
6,0.7365329265594482,0.005002021789550781,0.7948717948717948,0.7333333333333334
7,0.7425222396850586,0.0053975582122802734,0.7435897435897436,0.6666666666666666
8,0.7332918643951416,0.005003929138183594,0.6923076923076923,0.5
9,0.7457571029663086,0.004911899566650391,0.8461538461538461,0.7857142857142857
10,0.7391848564147949,0.004884958267211914,0.7692307692307693,0.6666666666666666
11,0.7422490119934082,0.00489497184753418,0.7692307692307693,0.7096774193548386
12,0.7505753040313721,0.00545191764831543,0.7948717948717948,0.7333333333333334
13,0.7594068050384521,0.005322933197021484,0.6052631578947368,0.4444444444444444
14,0.7614920139312744,0.005155086517333984,0.6578947368421053,0.5185185185185185
15,0.7372121810913086,0.005089759826660156,0.8421052631578947,0.7999999999999999
16,0.7586238384246826,0.005285024642944336,0.6842105263157895,0.625
17,0.747877836227417,0.0051610469818115234,0.6842105263157895,0.5714285714285715
18,0.7339630126953125,0.005483150482177734,0.5789473684210527,0.38461538461538464
19,0.75589919090271,0.005280971527099609,0.7631578947368421,0.6666666666666666
